Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K11639	K11639: Mg2+/citrate complex secondary transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25E-06	0	4.90E-06	0	0	0	0	0
K11641	K11641: two-component system- LytT family- response regulator NatR	0	0	1.40E-05	0	0	0	0	0	1.13E-05	0	0	1.05E-05	0	0	7.73E-06	7.94E-06	0	0	1.08E-05	1.11E-05	0	0	0	0	0	1.98E-05	0	0	0
K11643	K11643: chromodomain-helicase-DNA-binding protein 4	0	0	1.64E-06	0	0	2.35E-06	4.64E-06	0	0	0	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	1.07E-06	0	0	0	0	0
K11644	K11644: paired amphipathic helix protein Sin3a	0	0	0	0	0	0	0	0	2.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11646	K11646: dehydroquinate synthase II	0	0	0	0	1.16E-05	0	4.76E-05	4.98E-06	1.52E-05	1.73E-05	5.65E-06	0	1.14E-05	1.15E-05	1.04E-05	5.02E-06	0	0	2.08E-05	7.94E-06	3.18E-05	8.26E-06	0	0	6.39E-06	1.19E-05	0	1.00E-05	0
K11647	K11647: SWI/SNF-related matrix-associated actin-dependent regulator of	0	0	0	0	0	0	0	5.64E-07	0	0	0	1.71E-06	0	0	0	1.31E-06	0	0	0	8.00E-07	0	0	1.64E-06	1.32E-06	7.24E-07	0	0	0	0
K11654	K11654: SWI/SNF-related matrix-associated actin-dependent regulator of	0	0	0	0	0	0	0	0	0	0	0	2.40E-06	0	0	0	0	0	0	0	0	0	5.18E-06	1.61E-06	0	0	0	0	3.02E-06	0
K11658	K11658: bromodomain adjacent to zinc finger domain protein 1B	0	0	0	0	0	0	0	3.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11661	K11661: helicase SRCAP	0	0	0	0	2.08E-06	0	0	0	0	0	9.61E-07	1.14E-06	0	0	0	0	0	0	7.74E-07	0	0	0	0	9.80E-07	0	0	0	0	0
K11665	K11665: DNA helicase INO80	0	0	0	0	0	0	0	1.58E-06	0	0	1.79E-06	0	2.38E-06	1.02E-06	2.89E-06	1.08E-06	0	0	0	0	0	0	1.26E-06	1.13E-06	1.33E-06	0	0	0	0
K11672	K11672: actin-related protein 5	0	0	0	0	0	0	0	0	0	0	0	3.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11681	K11681: helicase SWR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68E-06	0	0	0	0	0	0	0	0	2.14E-06	4.18E-06	0	0	0
K11682	K11682: SWR1-complex protein 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-06	0	0	0	0	0
K11685	K11685: DNA-binding protein StpA	3.28E-05	0	7.34E-05	2.78E-05	6.75E-05	3.50E-05	6.92E-05	0	1.98E-05	1.47E-05	0	1.85E-05	0	0	0	0	0	0.000121535	1.89E-05	1.94E-05	0	0	0	0	1.76E-05	3.46E-05	0	0	0
K11688	K11688: C4-dicarboxylate-binding protein DctP	0.000320308	0	0.000260505	0.000273079	0.000251792	0.000207456	0.000219833	0.000264954	0.000301999	0.000530264	0.000159468	0.000347979	0.000258164	0.000224816	0.000382913	0.000405063	0	0.000193125	0.000392688	0.000469175	0.000123143	0.000822896	0.000376124	0.00046327	0.000291127	0.00054545	0.000249816	0.00011985	0
K11689	K11689: C4-dicarboxylate transporter- DctQ subunit	0	0	3.76E-05	2.14E-05	2.59E-05	2.69E-05	0	3.16E-05	4.49E-05	0	2.29E-05	1.34E-05	2.43E-05	8.44E-05	3.09E-05	3.17E-05	0	0	2.99E-05	2.90E-05	0	0.000123467	5.47E-05	2.49E-05	1.29E-05	0	0	2.02E-05	0
K11690	K11690: C4-dicarboxylate transporter- DctM subunit	0.00054127	0	0.000424404	0.000422909	0.000318759	0.000399643	0.000248661	0.000434579	0.000446326	0.000737611	0.000283336	0.000475706	0.000432038	0.000286048	0.000602714	0.000715198	0	0.000201172	0.000558479	0.000680016	0.000261055	0.00116167	0.000524573	0.000658614	0.000419791	0.00074922	0.000289698	0.000202743	0.000155746
K11693	K11693: peptidoglycan pentaglycine glycine transferase (the first glycine)	0	0	7.77E-06	8.92E-06	0	0	0	4.41E-06	0	0	0	0	0	0	4.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.88E-06	0
K11694	K11694: peptidoglycan pentaglycine glycine transferase (the second and third	0	0	0	0	0	0	0	4.44E-06	0	4.74E-06	5.03E-06	0	1.00E-05	1.04E-05	1.31E-05	8.95E-06	0	0	1.22E-05	0	0	6.54E-06	8.72E-06	0	5.69E-06	0	0	1.79E-05	3.88E-08
K11695	K11695: peptidoglycan pentaglycine glycine transferase (the fourth and fifth	0	0	0	1.75E-05	0	0	0	4.32E-06	6.22E-06	0	4.90E-06	1.16E-05	0	0	4.25E-06	0	0	0	5.92E-06	0	0	0	0	0	0	0	0	8.71E-06	0
K11704	K11704: iron/zinc/copper transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-05	0	0	0	0	0	0	8.43E-06	0	0	0	0	0	0	0	0	0
K11705	K11705: iron/zinc/copper transport system permease protein	0	0	0	0	0	1.93E-05	0	0	0	0	0	0	0	0	7.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11706	K11706: iron/zinc/copper transport system ATP-binding protein	0	0	0	1.34E-05	0	0	3.32E-05	0	0	7.06E-06	0	0	0	0	0	0	0	2.92E-05	0	0	0	0	0	0	0	0	0	0	0
K11707	K11707: manganese/zinc/iron transport system substrate-binding protein	2.81E-05	0	2.10E-05	0	0	2.98E-05	2.94E-05	1.70E-05	0	4.32E-05	0	0	1.34E-05	6.95E-06	0	0	0	5.16E-05	8.02E-06	1.66E-05	3.36E-05	0	5.94E-06	2.04E-05	0	2.94E-05	0	0	1.49E-05
K11708	K11708: manganese/zinc/iron transport system permease protein	1.36E-05	0	1.11E-05	0	0	4.36E-05	0	1.20E-05	0	5.15E-05	0	0	0	7.45E-06	0	0	0	7.67E-05	8.60E-06	8.46E-06	3.60E-05	0	6.37E-06	1.38E-05	0	3.01E-05	0	0	0.000154174
K11709	K11709: manganese/zinc/iron transport system permease protein	6.32E-05	0	2.67E-05	0	0	2.55E-05	0	1.12E-05	0	3.59E-05	0	0	2.30E-05	7.40E-06	0	0	0	4.42E-05	1.53E-05	8.83E-06	0	0	6.33E-06	1.88E-05	0	6.58E-05	0	0	0
K11710	K11710: manganese/zinc/iron transport system ATP- binding protein	1.72E-05	0	0	0	0	3.75E-05	0	2.07E-05	0	5.42E-05	0	0	0	0	6.95E-06	1.42E-05	0	0.000100765	9.47E-06	9.80E-06	0	0	0	1.63E-05	0	3.71E-05	0	0	6.71E-06
K11711	K11711: two-component system- sensor histidine kinase DctS	2.29E-05	0	4.92E-06	6.96E-06	0	0	1.73E-05	1.16E-05	3.93E-06	1.24E-05	1.17E-05	9.23E-06	1.58E-05	7.33E-06	1.89E-05	3.25E-05	0	0	2.52E-05	1.65E-05	0	2.43E-05	1.88E-05	2.46E-05	2.47E-05	8.65E-06	8.76E-06	1.11E-05	0
K11712	K11712: two-component system- LuxR family- response regulator DctR	1.93E-05	0	0	0	1.98E-05	0	0	8.07E-06	1.16E-05	1.73E-05	9.15E-06	1.08E-05	0	0	7.93E-06	2.67E-05	0	0	0	0.000101475	0	0	0.000126488	1.06E-05	1.04E-05	0	0	0	1.71E-05
K11717	K11717: cysteine desulfurase / selenocysteine lyase	0.000359152	0	0.000375496	0.000349597	0.000280098	0.000314337	0.000378654	0.00039824	0.000320294	0.000434639	0.000383792	0.000376008	0.000257091	0.000300817	0.00047783	0.000336517	0	0.000424497	0.000338651	0.000348975	0.000512028	0.000256606	0.000406549	0.000380993	0.000451837	0.00029999	0.000422004	0.000461082	0.00101005
K11719	K11719: lipopolysaccharide export system protein LptC	9.46E-05	0	3.41E-05	1.94E-05	4.70E-05	1.00E-04	4.82E-05	1.03E-05	1.38E-05	4.32E-05	0	2.57E-05	0	0	0	0	0	0.000175439	1.31E-05	1.36E-05	5.91E-05	0	0	3.41E-05	1.23E-05	2.59E-05	3.35E-05	0	4.87E-09
K11720	K11720: lipopolysaccharide export system permease protein	1.21E-05	0	2.65E-05	1.98E-05	3.66E-05	5.13E-05	4.94E-05	0	1.41E-05	1.05E-05	2.20E-05	2.64E-05	0	0	4.87E-06	1.44E-05	0	6.59E-05	1.35E-05	2.82E-05	0	0	5.27E-06	0	6.52E-06	3.78E-05	0	1.04E-05	0.000764981
K11731	K11731: citronellyl-CoA dehydrogenase	0	0	0	0	0	0	0	0	0	4.77E-06	0	0	1.10E-05	0	4.70E-06	0	0	0	0	6.33E-06	0	0	0	0	0	1.12E-05	0	0	4.29E-07
K11732	K11732: phenylalanine-specific permease	9.24E-06	0	1.38E-05	7.84E-06	1.90E-05	9.88E-06	3.90E-05	0	5.58E-06	4.15E-06	0	5.20E-06	0	0	0	3.92E-06	0	3.42E-05	5.32E-06	1.65E-05	0	0	0	0	4.98E-06	9.75E-06	0	0	5.68E-06
K11733	K11733: lysine-specific permease	4.52E-05	0	1.97E-05	7.46E-06	2.74E-05	5.85E-05	1.86E-05	7.33E-06	5.31E-06	2.00E-05	0	4.95E-06	8.11E-06	1.27E-05	3.74E-06	0	0	4.98E-05	5.06E-06	1.13E-05	0	0	0	4.51E-06	9.46E-06	1.91E-05	0	0	7.69E-05
K11734	K11734: aromatic amino acid transport protein AroP	0	0	7.14E-06	0	9.84E-06	0	0	0	0	0	0	0	9.23E-06	0	0	4.10E-06	0	1.77E-05	0	0	0	0	0	0	0	0	0	0	2.07E-06
K11735	K11735: GABA permease	8.95E-06	0	1.34E-05	7.60E-06	9.22E-06	9.57E-06	1.89E-05	0	5.41E-06	4.02E-06	0	1.01E-05	0	0	0	0	0	1.66E-05	5.16E-06	5.33E-06	0	0	0	0	0	9.45E-06	0	0	1.44E-05
K11736	K11736: proline-specific permease ProY	8.55E-06	0	1.28E-05	7.26E-06	8.80E-06	9.14E-06	1.81E-05	0	5.17E-06	3.84E-06	0	4.81E-06	0	0	0	0	0	1.58E-05	4.92E-06	5.09E-06	0	0	0	0	0	0	0	0	2.17E-05
K11737	K11737: D-serine/D-alanine/glycine transporter	4.51E-05	0	2.70E-05	1.58E-05	1.90E-05	5.80E-05	5.65E-05	0	5.61E-06	3.27E-05	8.67E-06	2.07E-05	3.46E-05	4.41E-06	0	7.94E-06	0	8.35E-05	1.57E-05	1.61E-05	0	0	0	1.31E-05	5.00E-06	9.79E-06	0	0	7.85E-05
K11738	K11738: L-asparagine permease	2.30E-05	0	3.65E-05	6.00E-06	2.30E-05	6.36E-05	6.98E-05	7.45E-06	9.63E-06	1.92E-05	0	1.80E-05	4.11E-05	8.87E-06	0	7.56E-06	0	2.62E-05	9.17E-06	5.27E-06	0	4.38E-06	0	3.77E-06	2.26E-05	1.81E-05	0	0	0.000317834
K11739	K11739: bacteriophage N4 adsorption protein A	4.37E-06	0	3.26E-06	3.71E-06	4.50E-06	4.68E-06	9.24E-06	0	1.32E-05	3.93E-06	0	2.46E-06	0	0	0	0	0	8.11E-06	2.52E-06	5.21E-06	0	0	0	0	0	4.62E-06	0	3.70E-06	6.85E-05
K11740	K11740: bacteriophage N4 adsorption protein B	1.84E-05	0	1.35E-05	9.87E-06	1.86E-05	6.22E-06	2.52E-05	0	3.51E-06	8.11E-06	0	3.27E-06	2.96E-05	3.06E-06	0	2.48E-06	0	1.08E-05	6.88E-06	6.98E-06	0	7.60E-06	0	2.84E-06	0	6.14E-06	0	1.48E-05	0
K11741	K11741: quaternary ammonium compound-resistance protein SugE	0.000122986	0	0.000274001	0.000139137	0.000293373	4.40E-05	8.69E-05	0.000171131	0.000125056	0.000273062	0.000254509	4.65E-05	3.82E-05	0.000324525	0.000253901	0.000277578	0	0.000521193	0.000377137	0.000310778	0.000381593	0.000125351	0.000226283	0.000232735	0.000175066	4.38E-05	0	0.000173944	0.000424182
K11742	K11742: spermidine export protein MdtI	8.00E-05	0	5.97E-05	3.40E-05	8.24E-05	4.28E-05	8.45E-05	0	2.42E-05	3.54E-05	0	4.51E-05	0	0	0	0	0	0.000148295	2.30E-05	0	0	0	0	0	2.16E-05	0	0	0	0.000396015
K11743	K11743: spermidine export protein MdtJ	3.60E-05	0	8.01E-05	8.94E-05	7.48E-05	7.55E-05	7.61E-05	5.82E-05	6.36E-05	6.16E-05	1.65E-05	0.000157679	0	3.45E-05	7.15E-05	5.75E-05	0	0.000134711	6.06E-05	7.98E-05	0	4.13E-05	0.000103335	6.60E-05	9.28E-05	3.65E-05	0	5.86E-05	0.000221877
K11744	K11744: AI-2 transport protein TqsA	3.55E-05	0	7.09E-05	3.01E-05	4.92E-05	3.81E-05	7.75E-05	1.56E-05	1.43E-05	1.59E-05	1.18E-05	4.20E-05	0	5.88E-06	2.04E-05	1.00E-05	0	0.00011071	2.82E-05	2.12E-05	2.84E-05	1.50E-05	1.66E-05	2.43E-05	4.05E-05	0	1.77E-05	2.20E-05	0
K11745	K11745: glutathione-regulated potassium-efflux system ancillary protein KefC	1.40E-05	0	1.05E-05	1.19E-05	1.45E-05	7.51E-06	1.48E-05	0	8.34E-06	3.15E-06	0	1.60E-05	0	0	0	2.98E-06	0	2.60E-05	4.04E-06	4.18E-06	0	0	0	3.29E-06	0	1.49E-05	0	0	0.000113301
K11746	K11746: glutathione-regulated potassium-efflux system ancillary protein KefF	2.32E-05	0	5.43E-05	1.97E-05	7.49E-05	2.48E-05	4.90E-05	0	1.40E-05	1.04E-05	0	4.09E-05	0	0	0	0	0	8.89E-05	1.34E-05	1.38E-05	0	0	0	0	1.34E-05	0	0	0	4.00E-05
K11747	K11747: glutathione-regulated potassium-efflux system protein KefB	1.44E-05	0	2.70E-05	1.23E-05	1.49E-05	3.81E-05	1.52E-05	0	4.36E-06	3.24E-06	0	2.02E-05	6.97E-06	0	0	3.07E-06	0	2.68E-05	4.16E-06	4.31E-06	0	0	0	0	3.89E-06	1.51E-05	0	6.11E-06	8.04E-05
K11748	K11748: glutathione-regulated potassium-efflux system ancillary protein KefG	7.00E-05	0	6.93E-05	1.91E-05	7.15E-05	2.40E-05	4.75E-05	1.02E-05	2.82E-05	1.97E-05	0	2.53E-05	0	1.21E-05	0	1.03E-05	0	0.000128726	1.29E-05	1.34E-05	0	0	0	0	3.64E-05	0	3.42E-05	2.12E-05	8.29E-05
K11749	K11749: regulator of sigma E protease	0.000322413	0	0.000287371	0.000436466	0.000256533	0.000292879	0.000207488	0.000399097	0.000379594	0.000324209	0.00044693	0.000376968	0.000370734	0.000351343	0.000419025	0.000374293	0	0.000189815	0.000387045	0.000396605	0.000431172	0.000327242	0.000418982	0.000376914	0.000405975	0.000304181	0.000424604	0.000538158	0.000414665
K11750	K11750: esterase FrsA	2.07E-05	0	2.36E-05	8.94E-06	2.17E-05	1.13E-05	2.22E-05	0	6.37E-06	4.73E-06	0	1.18E-05	0	0	0	0	0	3.90E-05	6.06E-06	1.25E-05	0	0	0	0	5.67E-06	1.11E-05	0	8.92E-06	0
K11751	K11751: 5'-nucleotidase / UDP-sugar diphosphatase	2.35E-05	0	2.35E-05	2.64E-05	1.63E-05	3.28E-05	1.67E-05	2.11E-05	4.79E-06	7.32E-06	1.20E-05	2.72E-05	0	0	1.43E-05	1.42E-05	0	2.93E-05	1.45E-05	1.94E-05	0	1.05E-05	1.05E-05	4.17E-06	8.53E-06	1.67E-05	0	0	0
K11752	K11752: diaminohydroxyphosphoribosylaminopyrimidine deaminase /	0.000370299	0	0.000346086	0.000385587	0.000305422	0.00027382	0.000147127	0.000386265	0.000298233	0.000341426	0.00029028	0.000266839	0.00032089	0.000335522	0.000397957	0.000419505	0	0.000263753	0.000328174	0.000434708	0.000708971	0.000344805	0.000355327	0.000376687	0.000375498	0.000313841	0.000475109	0.000456408	0.000937619
K11753	K11753: riboflavin kinase / FMN adenylyltransferase	0.000511901	0	0.000553454	0.0005626	0.000530936	0.000605627	0.000466194	0.000677926	0.000598214	0.000646378	0.000721508	0.00056603	0.000683715	0.000513866	0.000615102	0.000605035	0	0.000482381	0.00061034	0.000583191	0.000556646	0.000597571	0.000661275	0.000653143	0.00066307	0.00063814	0.000564929	0.000560766	0.000669383
K11754	K11754: dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12	0.000564624	0	0.000571976	0.00071168	0.000556265	0.00071491	0.000724793	0.000589698	0.000672042	0.000605987	0.000510473	0.000578187	0.000539734	0.00063959	0.000558845	0.000523277	0	0.000524647	0.000534382	0.00059547	0.000418174	0.000509141	0.000579695	0.000526029	0.000565099	0.000594647	0.000566571	0.000521534	0.000998348
K11755	K11755: phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP	0.000607789	0	0.000522869	0.00055765	0.000522894	0.000446347	0.000428484	0.000509383	0.000500016	0.000469636	0.000442507	0.000505649	0.000268565	0.000487988	0.000498461	0.000655346	0	0.000380766	0.000706858	0.000556171	0.000516613	0.000556882	0.000536274	0.000585486	0.000665416	0.000565601	0.000529862	0.00061152	0.000786507
K11777	K11777: HAD superfamily phosphatase	1.85E-05	0	0	0	0	1.98E-05	3.92E-05	0	0	0	0	0	1.79E-05	1.85E-05	0	0	0	0	0	0	0	1.15E-05	7.91E-06	0	0	1.96E-05	0	0	0
K11778	K11778: cis-prenyltransferase- dehydrodolichyl diphosphate synthase	2.95E-05	0	0	0	0	1.54E-05	0	6.05E-06	0	0	0	8.10E-06	1.39E-05	0	0	0	0	0	8.29E-06	0	0	0	6.14E-06	0	0	0	0	1.18E-05	0
K11779	K11779: FO synthase	5.21E-06	0	3.89E-06	0	0	0	0	0	0	4.68E-06	2.35E-06	0	0	7.66E-06	0	2.21E-06	0	0	6.00E-06	3.10E-06	0	0	0	1.01E-05	0	0	0	8.82E-06	0
K11780	K11780: FO synthase subunit 1	0	0	0	0	0	0	0	5.09E-06	7.32E-06	5.44E-06	5.77E-06	0	0	6.04E-06	1.00E-05	5.14E-06	0	2.30E-05	6.97E-06	0	2.92E-05	0	0	0	6.53E-06	0	0	1.03E-05	0
K11781	K11781: FO synthase subunit 2	0	0	0	0	0	0	0	0	1.44E-05	5.11E-06	5.42E-06	0	0	5.68E-06	4.70E-06	4.83E-06	0	0	6.56E-06	0	5.57E-05	7.97E-06	4.62E-06	0	1.24E-05	0	0	9.64E-06	0
K11784	K11784: de-hypoxanthine futalosine synthase	0	0	8.16E-06	0	0	0	0	4.59E-06	1.98E-05	9.81E-06	5.21E-06	0	0	0	1.35E-05	9.27E-06	0	0	1.26E-05	6.51E-06	2.64E-05	0	9.32E-06	5.31E-06	1.77E-05	0	0	2.78E-05	0
K11786	K11786: ATP-dependent helicase STH1/SNF2	0	0	2.25E-06	2.56E-06	0	0	0	0	0	0	0	1.91E-06	0	0	0	0	0	0	1.74E-06	0	0	0	0	0	0	0	0	0	0
K11787	K11787: phosphoribosylamine--glycine ligase / phosphoribosylglycinamide	1.61E-05	0	7.96E-06	9.99E-06	4.41E-06	1.13E-05	0	1.43E-05	5.77E-06	6.21E-06	1.17E-05	2.52E-05	1.95E-05	8.51E-06	9.73E-06	6.34E-06	0	0	1.05E-05	6.35E-06	0	4.62E-06	7.26E-06	6.72E-06	9.79E-06	4.52E-06	1.46E-05	2.71E-06	0
K11788	K11788: phosphoribosylamine--glycine ligase /	0	0	0	4.69E-06	5.61E-06	0	0	0	3.29E-06	1.71E-06	0	6.16E-06	0	2.79E-06	4.08E-06	4.18E-06	0	9.83E-06	6.16E-06	8.78E-06	1.34E-05	0	2.32E-06	0	0	0	1.35E-05	2.19E-05	0
K11795	K11795: nuclear receptor interaction protein	0	0	0	0	0	0	0	0	0	2.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11809	K11809: glucose-1-6-bisphosphate synthase	0	0	0	0	0	1.73E-05	0	0	9.18E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11811	K11811: arsenical resistance protein ArsH	0	0	1.30E-05	0	1.85E-05	0	0	0	0	0	0	1.01E-05	0	0	0	0	0	3.18E-05	0	0	0	0	0	0	0	0	0	0	0
K11814	K11814: multidrug resistance protein EbrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-06
K11815	K11815: multidrug resistance protein EbrB	0	0	2.74E-05	3.11E-05	0	0	0	0	0	0	1.75E-05	2.06E-05	0	0	1.51E-05	0	0	0	2.11E-05	0	0	0	0	0	0	0	0	0	2.21E-06
K11838	K11838: ubiquitin carboxyl-terminal hydrolase 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52E-06	0	0	0
K11853	K11853: ubiquitin carboxyl-terminal hydrolase 34	0	0	0	0	0	0	0	0	0	0	0	6.95E-07	0	0	5.10E-07	5.23E-07	0	0	7.10E-07	0	0	7.64E-07	0	0	0	0	0	0	0
K11890	K11890: type VI secretion system protein ImpM	3.73E-05	0	1.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.88E-06	0	0	0	0
K11891	K11891: type VI secretion system protein ImpL	2.33E-05	0	4.00E-05	3.15E-06	1.19E-05	5.04E-05	2.47E-05	0	2.25E-06	0	0	2.37E-05	0	0	0	1.62E-06	0	7.22E-05	1.32E-05	0	0	0	0	0	8.23E-06	2.42E-05	0	9.69E-06	0.000113363
K11892	K11892: type VI secretion system protein ImpK	1.06E-05	0	7.06E-05	1.46E-05	2.08E-05	5.49E-05	7.62E-05	0	1.04E-05	0	0	2.09E-05	0	0	0	0	0	0.000104313	2.13E-05	0	0	0	0	0	1.64E-05	3.87E-05	0	0	2.29E-06
K11893	K11893: type VI secretion system protein ImpJ	3.90E-05	0	4.36E-05	2.50E-05	3.01E-05	3.13E-05	4.12E-05	0	5.95E-06	0	0	3.85E-05	0	0	0	0	0	7.12E-05	1.69E-05	5.83E-06	0	0	0	0	1.05E-05	1.03E-05	0	2.47E-05	0
K11894	K11894: type VI secretion system protein ImpI	0	0	7.52E-06	2.02E-05	0	9.71E-06	1.92E-05	0	6.09E-06	0	0	1.08E-05	0	0	0	0	0	1.68E-05	5.80E-06	0	0	0	0	0	0	0	0	0	0
K11895	K11895: type VI secretion system protein ImpH	6.11E-05	0	4.52E-05	1.02E-05	4.20E-05	5.14E-05	4.61E-05	0	7.28E-06	5.44E-06	0	4.11E-05	0	0	0	0	0	4.91E-05	1.95E-05	0	0	0	0	0	1.97E-05	9.86E-06	0	2.02E-05	0
K11896	K11896: type VI secretion system protein ImpG	2.14E-05	0	2.71E-05	1.20E-05	2.01E-05	3.35E-05	3.46E-05	0	4.28E-06	3.32E-06	0	2.87E-05	0	0	0	0	0	7.98E-05	1.76E-05	0	0	0	0	0	1.58E-05	3.99E-05	0	1.26E-05	0
K11897	K11897: type VI secretion system protein ImpF	2.29E-05	0	1.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-05	0	0	0	7.22E-07
K11898	K11898: type VI secretion system protein ImpE	1.53E-05	0	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25E-06	0	0	0	0.000241283
K11900	K11900: type VI secretion system protein ImpC	6.03E-05	0	1.96E-05	7.54E-06	2.69E-05	2.79E-05	5.45E-05	0	5.37E-06	0	0	9.75E-06	8.18E-06	0	3.64E-06	0	0	6.35E-05	1.97E-05	1.04E-05	0	5.44E-06	0	1.67E-05	9.29E-06	3.65E-05	0	1.41E-05	0.000273529
K11901	K11901: type VI secretion system protein ImpB	9.88E-05	0	7.62E-05	4.47E-05	4.88E-05	8.10E-05	0.000104211	0	1.59E-05	0	0	2.78E-05	0	0	0	0	0	0.000139008	1.51E-05	3.07E-05	0	1.58E-05	0	0	2.65E-05	5.32E-05	0	4.27E-05	0
K11902	K11902: type VI secretion system protein ImpA	2.55E-05	0	9.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.72E-06	0	0	6.96E-06	0	0	0	0
K11903	K11903: type VI secretion system secreted protein Hcp	0.000135212	0	0.000175546	1.92E-05	7.30E-05	8.00E-05	0.000104203	0	1.37E-05	0	0	2.80E-05	0	0	0	0	0	0.000138177	4.40E-05	0	0	0	0	0	2.80E-05	2.82E-05	0	2.29E-05	0
K11904	K11904: type VI secretion system secreted protein VgrG	3.80E-05	0	2.66E-05	2.14E-05	2.42E-05	3.48E-05	2.30E-05	2.59E-06	2.52E-05	7.76E-06	0	1.74E-05	1.75E-05	0	0	0	0	0.00010732	3.48E-05	0	0	4.09E-06	0	6.56E-06	3.43E-06	1.96E-05	0	0	0
K11905	K11905: type VI secretion system protein	2.78E-05	0	4.45E-05	2.70E-05	5.72E-05	9.65E-05	0.000123958	0	1.92E-05	0	0	1.74E-05	0	0	0	0	0	0.000160277	5.38E-05	0	0	0	0	0	1.50E-05	6.53E-05	0	2.56E-05	0
K11906	K11906: type VI secretion system protein VasD	7.55E-05	0	5.49E-05	2.13E-05	7.47E-05	5.30E-05	0.000104653	0	1.51E-05	0	0	2.82E-05	0	0	0	0	0	0.000138843	4.26E-05	0	0	0	0	0	2.72E-05	2.59E-05	0	0	0
K11907	K11907: type VI secretion system protein VasG	5.44E-05	0	5.93E-05	7.16E-05	4.08E-05	7.98E-05	5.01E-05	3.53E-05	5.39E-05	3.96E-05	3.52E-05	5.88E-05	2.87E-05	2.47E-05	3.47E-05	3.14E-05	0	5.30E-05	4.51E-05	2.97E-05	4.84E-05	3.39E-05	2.96E-05	2.90E-05	5.03E-05	5.16E-05	3.41E-05	3.34E-05	0.000103986
K11908	K11908: sigma-54 specific transcriptional regulator	0	0	6.36E-06	7.23E-06	0	0	0	0	0	0	0	4.63E-06	0	4.14E-06	6.95E-06	7.13E-06	0	1.58E-05	9.69E-06	0	2.05E-05	1.06E-05	3.51E-06	4.14E-06	0	0	0	6.97E-06	0
