ID,NAME,CSM5LLGB.kegg.e-40.m8-hit-keg-cat,CSM6J2H9.kegg.e-40.m8-hit-keg-cat,CSM79HGR.kegg.e-40.m8-hit-keg-cat,ESM5GEYX.kegg.e-40.m8-hit-keg-cat,ESM5GEYY.kegg.e-40.m8-hit-keg-cat,ESM5GEZ1.kegg.e-40.m8-hit-keg-cat,ESM5MEAB.kegg.e-40.m8-hit-keg-cat,ESM5MEB9.kegg.e-40.m8-hit-keg-cat,ESM5MEC7.kegg.e-40.m8-hit-keg-cat,ESM5MEDP.kegg.e-40.m8-hit-keg-cat,ESM5MEE2.kegg.e-40.m8-hit-keg-cat,ESM5MEEJ.kegg.e-40.m8-hit-keg-cat,ESM718U9.kegg.e-40.m8-hit-keg-cat,ESM7F5AE.kegg.e-40.m8-hit-keg-cat,HSM5MD6G.kegg.e-40.m8-hit-keg-cat,HSM5MD6S.kegg.e-40.m8-hit-keg-cat,HSM67VDR.kegg.e-40.m8-hit-keg-cat,HSM67VDT.kegg.e-40.m8-hit-keg-cat,HSM6XRQC.kegg.e-40.m8-hit-keg-cat,HSM6XRTE.kegg.e-40.m8-hit-keg-cat,HSM7CZ2X.kegg.e-40.m8-hit-keg-cat,HSM7J4JV.kegg.e-40.m8-hit-keg-cat,HSMA33J1.kegg.e-40.m8-hit-keg-cat,mock_even_lc-hit-keg-cat
K08151,K08151: MFS transporter DHA1 family tetracycline resistance protein,0,0,0,0,4.79352e-05,1.8793e-05,0,2.55747e-05,0,0,0,2.214e-05,0,0,0,0,2.84623e-05,0,0,2.20483e-05,3.74104e-05,0,3.12962e-05,1.02483e-05
K08150,K08150: MFS transporter SP family solute carrier family 2 (facilitated,0,0,1.52987e-05,1.14811e-05,1.2566e-05,1.45814e-05,0,0,1.67746e-05,0,0,0,4.79761e-05,0,0,2.51139e-05,0,2.08395e-05,6.16447e-05,1.68486e-05,0,0,0,0
K13683,K13683,0,0,0,0,0,6.2068e-05,0,0,0,0,0,0,0.000102723,0,0,0,0,0,0,0,6.13952e-05,0,0,0.000184885
K08152,K08152: MFS transporter DHA1 family multidrug resistance protein B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163375
K13685,K13685,0,0.000185923,4.38766e-05,9.99663e-05,7.42526e-05,0.000151631,0.000153113,0,7.8237e-05,8.87489e-05,0.000185808,0.000110103,3.34321e-05,8.2093e-05,0,4.07634e-05,3.11874e-05,3.38253e-05,0.000170931,0.000103172,6.51627e-05,0,0.000105652,0.000560861
K08154,K08154: MFS transporter DHA1 family 2-module integral membrane pump EmrD,0,0,0,3.11827e-05,3.30454e-05,3.90553e-05,0,7.95636e-05,6.74796e-05,0,0,0,6.41695e-05,0,0,0,0,0,0,0,0.000115348,0,0,8.75832e-05
K02779,K02779: PTS system glucose-specific IIC component,0,0,7.44457e-05,8.06287e-05,0.000143352,0.000116995,0.000286726,7.59967e-05,6.83798e-05,0,7.34079e-05,3.70272e-05,0.000308192,3.45779e-05,0,0,0.000103452,4.58721e-05,0.000133118,1.27648e-05,0.000119734,4.38938e-05,6.45345e-05,6.1993e-05
K02778,K02778: PTS system glucose-specific IIB component,0,0,7.44457e-05,0.000141015,0.000207511,0.000116995,0.000286726,7.59967e-05,0.000154027,0,7.34079e-05,3.70272e-05,0.000308192,3.45779e-05,0,0,0.000103452,4.58721e-05,0.000133118,1.27648e-05,0.000119734,4.38938e-05,6.45345e-05,6.1993e-05
K02399,K02399: flagella synthesis protein FlgN,0,0,0,0,0,5.61065e-05,0,7.40226e-05,6.45457e-05,0,0,0,0,0,0,0,0,0,0,0,0.000110333,0,0,0
K02398,K02398: negative regulator of flagellin synthesis FlgM,0,0,9.19606e-05,0.000138026,6.87893e-05,0.000331163,0.000192656,0.000114252,0.000176709,0,0,0.000112403,0,0,0,0.000147713,0.000257724,0,0,0.000101277,0.000324288,0,0,0
K02395,K02395: flagellar protein FlgJ,0,0,5.07178e-05,5.55767e-05,0,0.000161776,5.72431e-05,0.000164774,0.000161268,0,6.01187e-05,0.000123984,0.000161754,5.78913e-05,0,0,0.000278617,0.000207258,0,0,0.000416592,0,0,0
K02394,K02394: flagellar P-ring protein precursor FlgI,0,0,0,0,1.8132e-05,6.28356e-05,0,0.000114331,2.41391e-05,0,0,0,6.9415e-05,0,0,0,0,0,0,0,4.12629e-05,0,0,0
K02038,K02038: phosphate transport system permease protein,0,0,0.000548078,0.00075723,0.000532832,0.000669788,0.000615189,0.000577589,0.000612016,0.000649309,0.000640623,0.000696448,0.00051816,0.000518732,0,0.000516233,0.000518576,0.000627838,0.000344234,0.000478519,0.000722921,0.000155091,0.000549532,0.00115968
K02396,K02396: flagellar hook-associated protein 1 FlgK,0,0,0.000300391,0.000190998,6.20135e-05,0.000161522,0.000158245,6.07456e-05,0.000124669,2.35207e-05,0.000117309,3.45545e-05,0.000140489,4.7851e-05,0,0.000207541,8.65047e-05,0.000109877,5.30524e-05,3.11752e-05,0.000222239,3.9651e-05,0,0
K02391,K02391: flagellar basal-body rod protein FlgF,0,0,3.41569e-05,0,2.7235e-05,3.08475e-05,0,0,0,0,0,0,0.000101495,0,0,0,0,0,0,0,0.000121323,0,0,3.20952e-05
K02390,K02390: flagellar hook protein FlgE,0,0,0.000119464,5.78859e-05,2.07414e-05,0.000210011,8.37455e-05,5.23603e-05,7.81868e-05,0,7.05428e-05,2.14438e-05,6.2902e-05,9.10584e-06,0,9.84998e-05,3.57625e-05,1.41079e-05,0,5.13215e-05,0.000101871,4.72986e-05,8.14175e-05,0.000398653
K02393,K02393: flagellar L-ring protein precursor FlgH,0,0,0,0,0,3.09708e-05,0,0,0,0,0,0,0.000101901,0,0,0,0,0,0,0,6.09039e-05,0,0,0
K02392,K02392: flagellar basal-body rod protein FlgG,0,0,0.00046449,0.000278405,0,0.000493547,0.000204659,3.95158e-05,0.000130072,5.93528e-05,0.000146904,0.000153552,0.000195964,6.89679e-05,0,0.000306414,0.00017299,0.000169526,0,3.38832e-05,0.000350248,0.000252581,4.82923e-05,0.000674576
K01606,K01606: methylmalonyl-CoA decarboxylase gamma chain,0.00380675,0,0.000349496,0.000218976,0.000372318,0.000273056,0.000511615,0.000446134,0.000502637,0.000644903,0.000426802,0.000654691,0.000356298,0.000472221,0,0.000879265,0.000497713,0.000556896,0.000457809,0.000580597,0.000540511,0.000328692,0.000278019,0
K01607,K01607: 4-carboxymuconolactone decarboxylase,0,0,0.000827993,0.000870273,0.0011539,0.000713881,0.000612156,0.000482516,0.000849676,0.00103741,0.000439579,0.00053941,0.00069407,0.000715305,0,0.000776357,0.000666389,0.00125074,0.000849065,0.00066789,0.00043172,0.000711266,0.000686778,0.000155582
K01509,K01509: adenosinetriphosphatase,0,0,4.46792e-06,3.30361e-06,3.56249e-06,1.23407e-05,0,0,0,7.99281e-06,1.58103e-05,5.38068e-06,0,1.8413e-05,0,2.18952e-05,1.00829e-05,5.99641e-06,0,4.84808e-06,0,1.18682e-05,2.05511e-05,0
K01605,K01605: methylmalonyl-CoA decarboxylase beta chain,0.000490165,0,0.000144997,0.000172847,0.000134097,3.83301e-05,8.8698e-05,0.000107171,0.000179009,0.000230138,0.000157993,0.000154927,0.000126115,0.000215609,0,0.000174067,0.000116104,0.00023127,0.000162046,9.12496e-05,3.76881e-05,0.000124994,9.95497e-05,6.26233e-05
K05881,K05881: PTS hybrid protein,0,0,0,0,2.81248e-05,4.88672e-05,0,0,1.87918e-05,0,0,0,5.34073e-05,0,0,0,0,0,0,0,6.39748e-05,0,0,0
K01601,K01601: ribulose-bisphosphate carboxylase large chain,0,0,0,2.61769e-05,5.29444e-05,6.01299e-05,4.53596e-05,0,0,0,5.02255e-05,0,0,0,0,3.47781e-05,0,0,8.28693e-05,2.49087e-05,3.85469e-05,5.71175e-05,0,0
K03060,K03060: DNA-directed RNA polymerase subunit omega,0,0,0.000311568,0.000217569,0.000239103,0.000755832,0.000245439,0.000233582,0.000301905,0.000208142,0.000480617,0.00023259,0.00061999,0.000113715,0,0.000319473,0.000272708,0.000156153,0,0.000306425,0.000339026,0.000262342,0.00033955,0.00101194
K01608,K01608: tartronate-semialdehyde synthase,0,0,0,2.10922e-05,1.07104e-05,5.21426e-05,0,1.68719e-05,4.46549e-05,2.54512e-05,0,1.71335e-05,8.36355e-05,0,0,0,0,0,0,0,9.98882e-05,3.77913e-05,0,1.84778e-05
K01609,K01609: indole-3-glycerol phosphate synthase,0,0,0.00054052,0.000402315,0.000328656,0.000441063,0.000405464,0.000439562,0.000337334,0.00069494,0.000451985,0.0004611,0.000481153,0.000362181,0,0.000520052,0.000533448,0.000515,0.000121234,0.000415557,0.000346537,0.00042576,0.000439834,0.000758246
K13532,K13532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3313e-05,0,0,0,0,0,0,0.000175881
K13531,K13531,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45831e-05,0,0,0,0,0,0,0,0,0,0
K13530,K13530,0,0,0,0,0,0,0,0,0,8.34854e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045905
K09018,K09018: putative monooxygenase RutA,0,0,0,3.33286e-05,3.54109e-05,3.94031e-05,0,0,2.26649e-05,0,0,0,7.03738e-05,0,0,0,0,0,0,0,8.00058e-05,0,0,0
K01681,K01681: aconitate hydratase 1,0.000939468,0.000838255,0.000394129,0.00069055,0.000459977,0.000484482,0.00060187,0.00052816,0.00050418,0.000337495,0.000433425,0.000545834,0.000466902,0.000460737,0,0.000457885,0.000462932,0.000357477,0.000602671,0.000555091,0.000455058,0.000552399,0.000553757,0.000421015
K14055,K14055,0,0,0,0,0.000103449,2.43481e-05,0,3.3907e-05,5.60209e-05,0,0,0,0,0,0,0,0,0,0,0,4.78804e-05,0,0,0
K02805,K02805: lipopolysaccharide biosynthesis protein,0,0,0.000198029,0.00021486,0.000157716,8.16137e-05,0,0.000275356,0.000186861,0.000159525,0.000104212,0.000134734,0.00020095,0.000200591,0,3.59616e-05,5.96934e-05,8.93828e-05,8.70568e-05,0.000120194,0.000120325,0,6.83187e-05,0.000411822
K02804,K02804: PTS system N-acetylglucosamine-specific IIC component,0.00212505,0.000645428,6.73364e-05,0.000135761,0.000131804,0.000238361,0.000216196,0.000170813,0.000150414,6.05353e-05,0.000274787,0.000122084,8.88845e-05,0.000132157,0,0.000244672,0.000141497,0.000114189,0.000393801,0.000146396,0.000107118,0.000137086,0.000179798,0.000398731
K02551,K02551: 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate,0,0,0.000297462,0.000288072,0.000360566,0.000133409,0.000353055,0.000430645,0.000380348,0.000382148,0.000261507,0.000400137,0.000461423,0.000426196,0,0.00027054,0.000373679,0.000347204,0.000511914,0.000375223,0.000321545,0.000162313,9.16717e-05,0.000474359
K02806,K02806: PTS system nitrogen regulatory IIA component,0,0,0.000106604,0,8.64858e-05,7.98447e-05,0,6.40926e-05,0.000104795,9.67794e-05,0,0,0.000162263,0,0,0,0.000149162,7.26064e-05,0.000204584,5.8702e-05,8.90411e-05,0,0,0.000104875
K02557,K02557: chemotaxis protein MotB,0,0.000272475,0.000435875,0.000283488,0.000232561,0.000224062,0.000270557,0.000432712,0.000299835,0.000271146,0.000378463,0.000344414,0.00024523,0.000353146,0,0.000490196,0.00035145,0.000421003,0.000233809,0.000262821,0.000503652,0.000160335,0.000138151,0.000328185
K02556,K02556: chemotaxis protein MotA,0,0,0.000125605,0.000118499,0,0.000136741,0.00012663,0.00018768,0.000197089,0,0.000112949,0.000115512,0.000258899,0,0,0.000104467,8.81687e-05,0,0,3.45176e-05,0.000166099,8.48173e-05,0,0.000428449
K02803,K02803: PTS system N-acetylglucosamine-specific IIB component,0.00212505,0.000645428,6.73364e-05,0.000135761,0.000131804,0.000238361,0.000216196,0.000170813,0.000150414,6.05353e-05,0.000274787,0.000122084,8.88845e-05,0.000254619,0,0.000244672,0.000141497,0.000114189,0.000393801,0.000146396,0.000107118,0.000137086,0.000179798,0.000388168
K02802,K02802: PTS system N-acetylglucosamine-specific IIA component,0,0,0,9.40146e-06,9.98886e-06,3.46018e-05,0,0,2.66687e-05,0,0,0,3.81367e-05,0,0,0,0,0,0,0,4.5587e-05,0,0,0.000159533
K03820,K03820: apolipoprotein N-acyltransferase,0,0,8.98277e-05,4.67514e-05,7.84625e-05,9.00817e-05,0,6.14509e-05,8.52918e-05,0.000240189,0,0,9.11482e-05,3.60465e-05,0,5.18405e-05,4.48149e-05,8.27703e-05,6.4183e-05,6.66904e-05,6.01839e-05,8.47378e-05,7.30371e-05,0.00044532
K13052,K13052,0,0,0,6.47441e-05,0,0.000159643,0,0.000108363,0,0,0.000102264,0.00010545,0,9.84747e-05,0,0.000141622,0,0,0,0,0.000156969,0,0.000132928,0
K03823,K03823: acetyltransferase,0.00106596,0.000401103,0.000763682,0.000633729,0.000829952,0.000575805,0.00084247,0.00047613,0.000513384,0.000452978,0.00088403,0.000766109,0.000665457,0.00031864,0,0.000796661,0.000831405,0.00053032,0.000788749,0.000613851,0.000674897,0.000276869,0.000789784,0.000410913
K03824,K03824: putative acetyltransferase,0,0,9.0961e-05,3.76058e-05,0.000154264,4.63635e-05,0,6.29413e-05,0.000101746,0,0,0.00011506,0.000152547,5.19132e-05,0,0,6.85758e-05,6.62744e-05,0,0,0.000182348,0,0,0.00045998
K02808,K02808: PTS system sucrose-specific IIA component,0,0,1.2718e-05,0,0,5.99586e-05,0,0,1.3537e-05,0,0,4.74824e-05,0,4.24752e-05,0,2.072e-05,0,0,4.97468e-05,1.40064e-05,2.31399e-05,0,1.95959e-05,0.000194509
K03826,K03826: putative acetyltransferase,0,0,0.000155871,0.000337444,0.000162283,0.000475814,0,0.00018162,0.000164629,0.000280121,0.000276767,3.515e-05,0.000174488,0.00016642,0,9.44148e-05,0.000218419,0,0,0.000118215,0.000260898,0,0,0
K03827,K03827: putative acetyltransferase,0.000386353,0,0.000369443,0.000453627,0.000206276,0.000441883,0.000804417,0.000310812,0.000523819,0.000445546,0.00025,0.000557583,0.000453806,0.000424115,0,0.000609747,0.000441745,0.000635939,0.000357351,0.000500873,0.0004555,9.85218e-05,0.000364137,0
K03600,K03600: stringent starvation protein B,0,0,0,0,3.97175e-05,4.60875e-05,0,0.000132642,0,0,6.48337e-05,0,0.000151639,0,0,0,0,0,0,0,9.95164e-05,0,0,0
K03601,K03601: exodeoxyribonuclease VII large subunit,0,0.000372052,0.000647451,0.000536261,0.000442223,0.000487366,0.000425204,0.000520596,0.000441388,0.000600714,0.000691758,0.000542642,0.00041539,0.000526558,0,0.000675709,0.000443307,0.000560134,0.000786336,0.000554788,0.000464313,0.000694615,0.000862448,0.000610282
K03602,K03602: exodeoxyribonuclease VII small subunit,0,0,0.00071515,0.000463667,0.000967695,0.000544357,0.00160499,0.000448362,0.00103253,0.00130756,0.000730186,0.00091866,0.00104039,0.000851407,0,0.00121323,0.00105575,0.00132397,0.000948991,0.000651318,0.00124101,0.000336737,0.000580436,0
K03603,K03603: GntR family transcriptional regulator negative regulator for fad,0,0,0,2.37886e-05,7.58245e-05,3.23963e-05,0,4.43512e-05,3.75837e-05,0,0,0,0,0,0,0,9.81364e-05,0,0,0,6.42449e-05,0,0,0
K03604,K03604: LacI family transcriptional regulator purine nucleotide synthesis,0,0,0.00017136,0.000165541,5.88799e-05,0.000204225,0.000105395,9.25731e-05,0.000130302,4.42983e-05,0.00014528,8.97268e-05,7.42718e-05,5.56972e-05,0,0.000120624,0.000240733,6.64677e-05,0,8.07658e-05,8.93022e-05,0.000132714,0.000113219,7.34194e-06
K03605,K03605: hydrogenase 1 maturation protease,0,0,9.72612e-05,5.3844e-05,2.03431e-05,0.000118734,0,3.20463e-05,4.52147e-05,8.39467e-05,3.02425e-05,3.11849e-05,0.000140748,2.9122e-05,0,0,0,6.2979e-05,0,7.90165e-05,0.00012332,6.87847e-05,6.71567e-05,0.000380901
K03606,K03606: putative colanic acid biosysnthesis UDP-glucose lipid carrier,0,0.000169202,0.000519345,0.000440862,0.000388484,0.000299603,0.000534548,0.000339871,0.000593332,0.000590014,0.000465676,0.000570992,0.000544543,0.000531724,0,0.000473151,0.000530539,0.000583755,0.000353274,0.000490727,0.00052277,0.000434739,0.000437219,6.60302e-05
K03607,K03607: ProP effector,0,0,0,0,2.64784e-05,3.32305e-05,8.8698e-05,5.20356e-05,3.82289e-05,0,4.91066e-05,0,0,0,0,0,5.80516e-05,4.69102e-05,0,0,0,0,0,0
K03608,K03608: cell division topological specificity factor,0,0,0.000182922,0.00020407,0.000220044,0.00059292,0.000192656,0.000233611,9.68186e-05,0,0.000215668,0.000109986,0,0.00010271,0,0,0.000381043,0.000122572,0.00036779,9.90989e-05,0.0003348,0.000250682,0,0
K03609,K03609: septum site-determining protein MinD,0,0,0.000447813,0.000412778,0.000340685,0.000486096,6.91775e-05,0.000238319,0.000365498,0.000119355,0.000475568,0.0002648,0,0.000182722,0,0.000354626,0.000173731,0.00017174,0.000106623,0.000278891,0.000504409,0.000426337,0.00039216,0.00011601
K12240,K12240: pyochelin synthetase,0,0,0,3.47547e-06,0,0,0,0,0,0,0,0,2.80572e-05,0,0,0,0,0,0,0,0,0,0,2.21396e-06
K06406,K06406: stage V sporulation protein AD,0,0,0.000286753,0.00047734,0.000195947,0.000338439,0.000106175,0.000245406,0.000283622,0.000134729,0.000430792,0.00036324,7.5594e-05,0.000111253,0,0.000200909,0.000238154,6.51154e-05,0.000192549,0.000219017,0.000177072,0.000195627,0.000373978,0.000201188
K02462,K02462: general secretion pathway protein M,0,0,0,0,4.14445e-05,8.95215e-05,0,5.74382e-05,0,0,0,0,0.000294547,0,0,0,0,0,0,0,0.000176044,0,0,0
K05657,K05657: ATP-binding cassette subfamily B (MDR/TAP) member 10,0,0,1.1972e-05,2.66074e-05,0,1.11727e-05,0,0,0,2.17372e-05,0,0,0,1.36653e-05,0,1.96528e-05,0,1.63078e-05,0,2.63696e-05,0,0,1.84464e-05,0
K08723,K08723: 5'-nucleotidase,0,0,0,2.79119e-05,2.95246e-05,3.42598e-05,0,4.65099e-05,7.90009e-05,0,0,0,0.000225445,0,0,0,0,0,0,0,6.73719e-05,0,0,0
K06078,K06078: murein lipoprotein lipoprotein,0,0,0,0,8.55456e-05,9.92655e-05,0,0.000134759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000520401
K06079,K06079: copper homeostasis protein (lipoprotein),0,0,0.000103314,0.000104371,6.91072e-05,0.000113971,0.000110599,0.000109804,9.3049e-05,9.37921e-05,6.12318e-05,0.00012628,0.000266124,0.000117927,0,8.47982e-05,0.000144771,7.03653e-05,0,5.68901e-05,0.000159056,0.000139268,7.95928e-05,0
K09710,K09710: hypothetical protein,0,0,0.00104155,0.00127805,0.00105563,0.00116743,0.00133102,0.00080477,0.00101732,0.00152308,0.00103885,0.000900448,0.000867389,0.000900888,0,0.00114798,0.00113362,0.0011502,0.00109799,0.00106453,0.0011,0.000731232,0.00106396,0.00106578
K05798,K05798: LysR family transcriptional regulator transcriptional activator for,0,0,0,2.00005e-05,2.12501e-05,2.07579e-05,0,6.16552e-05,8.51017e-05,0,0,0,0,0,0,0,0,0,0.000204277,0,0,0,0,0
K11911,K11911: type VI secretion system protein VasL,0,0,0,0,1.37579e-05,4.94388e-05,0,4.2129e-05,1.78503e-05,0,0,0,0.000162299,0,0,0,0,0,0,0,0.000194224,0,0,0
K00066,K00066: GDP-mannose 6-dehydrogenase,0,0,0,4.34473e-05,3.05483e-05,0,4.10941e-05,2.41083e-05,2.04296e-05,3.48494e-05,4.58738e-05,4.6446e-05,0,4.41741e-05,0,0,2.68956e-05,2.61449e-05,0,0,0,0,2.95735e-05,0
K06074,K06074: vitamin B12 transport system ATP-binding protein,0,0,0,2.52215e-05,5.35949e-05,6.23157e-05,0,4.22136e-05,3.59166e-05,0,0,0,0.00010231,0,0,0,0,0,0,0,0.000122544,0,0,5.75358e-06
K06075,K06075: MarR family transcriptional regulator transcriptional regulator for,0,0,0,0,4.66612e-05,5.3398e-05,0,0,0,0,0,0,0.000175692,0,0,0,0,0,0,0,0.000105007,0,0,0
K06076,K06076: long-chain fatty acid transport protein,0,0,0.0002422,0.000250313,0.000241474,0.000105101,0.000235793,0.00032776,0.000216738,0.000302967,0.000151664,0.000246525,0.000399362,0.000273633,0,0.000240162,0.000311499,0.00032992,0.000366519,0.000163511,0.000168392,9.90719e-05,0.000175461,4.83662e-06
K05799,K05799: GntR family transcriptional regulator transcriptional repressor for,0,0,7.04712e-05,7.90514e-05,0.000108894,0.000259458,0.000150563,8.91037e-05,0.000138162,6.33099e-05,0.000287437,8.52388e-05,0.000203455,0,0,0.000109672,4.90647e-05,0.000135904,0,0.000155249,0.000121601,9.3616e-05,0.000376755,0.000886332
K03734,K03734: thiamine biosynthesis lipoprotein,0,0.000223846,0.000877631,0.000562246,0.000685719,0.000618159,0.000832165,0.000728079,0.000639117,0.000713561,0.000754188,0.000618635,0.000524691,0.000690554,0,0.000677255,0.000778346,0.000629663,0.000288007,0.000670534,0.000519453,0.00091794,0.000592611,0.000672906
K03735,K03735: ethanolamine ammonia-lyase large subunit,0,0.000345081,0,1.35641e-05,0.000117196,0.000135958,0,2.30509e-05,7.7713e-05,0,2.17534e-05,4.50605e-05,0.000224577,2.10862e-05,0,0,0,0,7.08514e-05,8.07148e-05,0.000234179,9.83113e-05,2.84637e-05,0.000148201
K03736,K03736: ethanolamine ammonia-lyase small subunit,0,0.000537533,0,2.42477e-05,0.000136603,0.000129107,0,0,8.92866e-05,0,2.91751e-05,0.000101785,0,0,0,0,0,0,0,2.94448e-05,0.000102199,7.67395e-05,4.40072e-05,0
K03737,K03737: putative pyruvate-flavodoxin oxidoreductase,0.00404582,0.00267277,0.000530365,0.000663951,0.000536351,0.000255424,0.000546911,0.000346804,0.000655517,0.000500949,0.000436719,0.000596717,0.000431046,0.000517387,0,0.000406306,0.000435472,0.000423191,0.000636852,0.000474518,0.000489122,0.000647713,0.000718813,0.000291921
K03732,K03732: ATP-dependent RNA helicase RhlB,0,0,0,2.73879e-05,2.79071e-05,7.16506e-05,0.00012614,0.000123006,7.84916e-05,0,2.29089e-05,2.37876e-05,0.000117805,0,0,0,9.91492e-05,0,7.57716e-05,0,7.09855e-05,4.20138e-05,0,0.000378445
K03733,K03733: integrase/recombinase XerC,0.000591805,0.00160902,0.000540232,0.000554437,0.000324518,0.000348821,0.000418994,0.000472683,0.000435852,0.000505545,0.000368767,0.000327919,0.00068687,0.000498034,0,0.000484962,0.000498627,0.000635611,0.00063562,0.000424153,0.000435506,0.000442559,0.000379957,0.000275385
K12339,K12339: cysteine synthase B,0,0,2.8082e-05,9.98794e-05,0.000109054,7.55189e-05,0,6.70183e-05,0.000172913,9.78838e-05,3.0616e-05,6.52168e-05,0.000171045,2.94817e-05,0,8.84975e-05,0.000114652,0.000111432,0,5.93719e-05,9.70793e-05,0,8.68297e-05,2.35426e-05
K03738,K03738: aldehyde:ferredoxin oxidoreductase,0,0.000274843,1.29743e-05,1.9937e-05,5.3043e-05,4.2387e-05,3.26953e-05,5.3314e-05,7.4032e-05,0,7.99036e-05,1.86655e-05,0.000129214,4.58277e-05,0,7.14344e-05,3.80794e-05,0,0,8.84913e-05,0.000105013,0.000137087,4.2002e-05,0
K03739,K03739: membrane protein involved in D-alanine export,0,0,4.29149e-05,1.58992e-05,0,0,0,0,0,0,0,0,0,4.9119e-05,0,0,0,2.92287e-05,0,0,0,0,0,0.00034217
K07339,K07339: hypothetical protein,0,0,0,9.96852e-05,0.000102655,0,0,0.000166844,0.000141386,0,0.000310062,0.00016236,0,0,0,0.000218053,0,0,0,0.000141788,0,0,0,0
K11681,K11681: helicase SWR1,0,0,0,4.26933e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02436,K02436: DeoR family transcriptional regulator galactitol utilization operon,0,0,0,0,2.59632e-05,6.06196e-05,0,4.17112e-05,3.53465e-05,0,0,0,9.91256e-05,0,0,0,0,0,0,0,6.04208e-05,0,0,0
K08139,K08139: MFS transporter SP family sugar:H+ symporter,0,0,1.75807e-05,7.96123e-05,4.24137e-05,1.62662e-05,3.76408e-05,4.44944e-05,0.000111981,0.000127311,6.31404e-05,8.62309e-05,0,8.08682e-05,0,0,9.78868e-05,0.000143765,6.87676e-05,7.68917e-05,3.24649e-05,0,0,1.73274e-05
K11685,K11685: DNA-binding protein StpA,0,0,0,0,0.000100339,0.000115997,0,7.90315e-05,6.64726e-05,0,0,0,0.000191543,0,0,0,0,0,0,0,0.000113627,0,0,0
K14056,K14056,0,0,0,0,3.60678e-05,0,0,0,4.81475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K12062,K12062: conjugal transfer pilin signal peptidase TrbI,0,0,0,4.86834e-05,5.17252e-05,6.04898e-05,0.000139977,0,6.95883e-05,0,0,0,0,0,0,0,0,0,0,0,0.000118953,0,0,0
K12063,K12063: conjugal transfer ATP-binding protein TraC,0,0,0,2.1575e-05,8.38014e-05,2.65072e-05,0,1.2913e-05,4.0465e-05,0,0,0,5.77672e-05,0,0,0,0,0,3.72393e-05,1.14487e-05,1.72631e-05,0,0,0
K12060,K12060: conjugal transfer pilus assembly protein TraU,0,0,0,1.90309e-05,0.000120268,2.34628e-05,5.42942e-05,3.05559e-05,2.69919e-05,0,0,0,0.00015463,0,0,0,0,0,0,2.68693e-05,0.00013693,0,0,0
K11688,K11688: C4-dicarboxylate-binding protein DctP,0,0,4.98917e-05,0.000202994,0.000174723,0.00068012,0.000321312,0.00018608,0.000263268,0.0003073,0.000523362,0.000411809,7.74329e-05,0.000110684,0,0.000434703,0.000312604,0.00016776,0,0.000266729,0.000179491,0.000194054,0.000375141,0
K12066,K12066: conjugal transfer pilus assembly protein TraK,0,0,0,2.55292e-05,2.71243e-05,3.19947e-05,0,0,3.68071e-05,0,0,0,0,6.26363e-05,0,0,0,0,0,0,6.29174e-05,7.39721e-05,0,0
K12067,K12067: conjugal transfer pilus assembly protein TraE,0,0,0,6.68103e-05,3.54924e-05,4.11847e-05,0,0,9.47586e-05,0,0,0,0.000135507,0,0,7.15488e-05,0,0,0,0,8.09896e-05,0.000106926,0,0
K12064,K12064: conjugal transfer pilus assembly protein TraV,0,0,0,3.32284e-05,3.53045e-05,0,0,0,0.000104179,0,0,0,0.000148978,0,0,0,0,0,0.000191423,0,8.90411e-05,0.000120008,0,0
K12065,K12065: conjugal transfer pilus assembly protein TraB,0,0,0,2.64987e-05,0.000146781,1.72828e-05,0,2.3835e-05,3.86347e-05,0,0,0,5.68645e-05,0,0,0,0,0,0,0,3.39867e-05,0,0,0
K06382,K06382: stage II sporulation protein E,0,0,8.86269e-05,0.000126422,9.13559e-05,0.000132209,7.0654e-05,6.30215e-05,9.02562e-05,5.61687e-05,0.000192103,5.45434e-05,0,4.57063e-05,0,0.000202812,0.000110198,3.24991e-05,0,6.47801e-05,7.57364e-05,0.000128645,0.000106709,8.55989e-05
K06383,K06383: stage II sporulation protein GA (sporulation sigma-E factor,0,0,2.73478e-05,4.69553e-05,0,0.000111925,5.85524e-05,8.61575e-05,2.91089e-05,0,4.06538e-05,0,0,3.91476e-05,0,0,0,0,0.000134153,0,6.24015e-05,9.24645e-05,9.95623e-05,0
K07259,K07259: D-alanyl-D-alanine carboxypeptidase /,0,0,0.000194827,0.000240049,0.000269023,0.000129273,0.000451646,0.000364154,0.000229966,0.000321299,0.000146288,0.000260335,0.000215802,0.000308519,0,0.000235523,0.000370141,0.000262877,0.000349291,0.000369675,0.000285889,0.000240464,0.000162081,0.000228824
