Gene	Category	SuperPathway	SubPathway	KOAnnot
K19214	Human Diseases	Drug resistance	beta-Lactam_resistance	blaACC; beta-lactamase class C ACC
K19215	Human Diseases	Drug resistance	beta-Lactam_resistance	blaACT; beta-lactamase class C ACT
K19216	Human Diseases	Drug resistance	beta-Lactam_resistance	blaIND; metallo-beta-lactamase class B IND
K19217	Human Diseases	Drug resistance	beta-Lactam_resistance	blaCARB-17; beta-lactamase class A CARB-17
K19218	Human Diseases	Drug resistance	beta-Lactam_resistance	blaCARB-5; beta-lactamase class A CARB-5
K19221	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	cobA btuR; cob(I)alamin adenosyltransferase
K19222	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	menI; 14-dihydroxy-2-naphthoyl-CoA hydrolase
K19226	Environmental Information Processing	Membrane transport	ABC_transporters	sapA; cationic peptide transport system substrate-binding protein
K19227	Environmental Information Processing	Membrane transport	ABC_transporters	sapB; cationic peptide transport system permease protein
K19228	Environmental Information Processing	Membrane transport	ABC_transporters	sapC; cationic peptide transport system permease protein
K19229	Environmental Information Processing	Membrane transport	ABC_transporters	sapD; cationic peptide transport system ATP-binding protein
K19230	Environmental Information Processing	Membrane transport	ABC_transporters	sapF; cationic peptide transport system ATP-binding protein
K19236	Human Diseases	Drug resistance	Cationic_antimicrobial_peptide_CAMP_resistance	ycfS; LD-transpeptidase YcfS
K19238	Human Diseases	Drug resistance	Cationic_antimicrobial_peptide_CAMP_resistance	pmrD; signal transduction protein PmrD
K19239	Human Diseases	Drug resistance	Cationic_antimicrobial_peptide_CAMP_resistance	sapZ; predicted membrane protein
K19240	Human Diseases	Drug resistance	Cationic_antimicrobial_peptide_CAMP_resistance	sic; inhibitor of complement-mediated lysis
K19241	Human Diseases	Infectious diseases	Shigellosis	ELMO3; engulfment and cell motility protein 3
K19243	Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	azf; NAD+ dependent glucose-6-phosphate dehydrogenase
K19244	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	ala; alanine dehydrogenase
K19246	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	loxA; arachidonate 15-lipoxygenase
K19266	Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	E1.2.1.22; lactaldehyde dehydrogenase
K19267	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	qorB; NAD(P)H dehydrogenase (quinone)
K19268	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	glmE mutE mamB; methylaspartate mutase epsilon subunit
K19269	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	PGP PGLP; phosphoglycolate phosphatase
K19280	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	mct; succinyl-CoA:mesaconate CoA transferase
K19281	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	mcl; beta-methylmalyl-CoA/(S)-malyl-CoA lyase
K19282	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	aceB; bifunctional (S)-malyl-CoA lyase/thioesterase
K19285	Metabolism	Metabolism of cofactors and vitamins	Riboflavin_metabolism	nfrA1; FMN reductase (NADPH)
K19286	Metabolism	Metabolism of cofactors and vitamins	Riboflavin_metabolism	nfrA2; FMN reductase [NAD(P)H]
K00046	None	None	None	None
K00062	None	None	None	None
K00063	None	None	None	None
K00076	None	None	None	None
K00085	None	None	None	None
K00091	None	None	None	None
K00092	None	None	None	None
K00095	None	None	None	None
K00098	None	None	None	None
K00107	None	None	None	None
K00118	None	None	None	None
K00119	None	None	None	None
K00120	None	None	None	None
K00142	None	None	None	None
K00153	None	None	None	None
K00154	None	None	None	None
K00155	None	None	None	None
K00178	None	None	None	None
K00179	None	None	None	None
K00180	None	None	None	None
K00183	None	None	None	None
K00184	None	None	None	None
K00185	None	None	None	None
K00190	None	None	None	None
K00191	None	None	None	None
K00206	None	None	None	None
K00219	None	None	None	None
K00221	None	None	None	None
K00224	None	None	None	None
K00243	None	None	None	None
K00256	None	None	None	None
K00258	None	None	None	None
K00277	None	None	None	None
K00280	None	None	None	None
K00298	None	None	None	None
K00300	None	None	None	None
K00309	None	None	None	None
K00311	None	None	None	None
K00313	None	None	None	None
K00321	None	None	None	None
K00327	None	None	None	None
K00344	None	None	None	None
K00346	None	None	None	None
K00347	None	None	None	None
K00348	None	None	None	None
K00349	None	None	None	None
K00350	None	None	None	None
K00351	None	None	None	None
K00353	None	None	None	None
K00354	None	None	None	None
K00358	None	None	None	None
K00359	None	None	None	None
K00369	None	None	None	None
K00375	None	None	None	None
K00378	None	None	None	None
K00386	None	None	None	None
K00389	None	None	None	None
K00391	None	None	None	None
K00397	None	None	None	None
K00421	None	None	None	None
K00427	None	None	None	None
K00428	None	None	None	None
K00429	None	None	None	None
K00433	None	None	None	None
K00435	None	None	None	None
K00436	None	None	None	None
K00437	None	None	None	None
K00438	None	None	None	None
K00464	None	None	None	None
K00470	None	None	None	None
K00476	None	None	None	None
K00478	None	None	None	None
K00479	None	None	None	None
K00490	None	None	None	None
K00495	None	None	None	None
K00504	None	None	None	None
K00518	None	None	None	None
K00519	None	None	None	None
K00520	None	None	None	None
K00521	None	None	None	None
K00528	None	None	None	None
K00530	None	None	None	None
K00532	None	None	None	None
K00533	None	None	None	None
K00534	None	None	None	None
K00535	None	None	None	None
K00536	None	None	None	None
K00537	None	None	None	None
K00538	None	None	None	None
K00540	None	None	None	None
K00554	None	None	None	None
K00555	None	None	None	None
K00556	None	None	None	None
K00557	None	None	None	None
K00561	None	None	None	None
K00563	None	None	None	None
K00564	None	None	None	None
K00567	None	None	None	None
K00571	None	None	None	None
K00573	None	None	None	None
K00574	None	None	None	None
K00586	None	None	None	None
K00590	None	None	None	None
K00592	None	None	None	None
K00594	None	None	None	None
K00596	None	None	None	None
K00597	None	None	None	None
K00598	None	None	None	None
K00599	None	None	None	None
K00607	None	None	None	None
K00612	None	None	None	None
K00614	None	None	None	None
K00617	None	None	None	None
K00633	None	None	None	None
K00638	None	None	None	None
K00646	None	None	None	None
K00653	None	None	None	None
K00661	None	None	None	None
K00662	None	None	None	None
K00663	None	None	None	None
K00664	None	None	None	None
K00666	None	None	None	None
K00670	None	None	None	None
K00671	None	None	None	None
K00675	None	None	None	None
K00676	None	None	None	None
K00683	None	None	None	None
K00684	None	None	None	None
K00685	None	None	None	None
K00686	None	None	None	None
K00701	None	None	None	None
K00712	None	None	None	None
K00713	None	None	None	None
K00745	None	None	None	None
K00749	None	None	None	None
K00750	None	None	None	None
K00752	None	None	None	None
K00773	None	None	None	None
K00774	None	None	None	None
K00775	None	None	None	None
K00776	None	None	None	None
K00777	None	None	None	None
K00782	None	None	None	None
K00783	None	None	None	None
K00785	None	None	None	None
K00786	None	None	None	None
K00809	None	None	None	None
K00810	None	None	None	None
K00828	None	None	None	None
K00829	None	None	None	None
K00837	None	None	None	None
K00839	None	None	None	None
K00842	None	None	None	None
K00843	None	None	None	None
K00862	None	None	None	None
K00870	None	None	None	None
K00897	None	None	None	None
K00898	None	None	None	None
K00903	None	None	None	None
K00905	None	None	None	None
K00906	None	None	None	None
K00908	None	None	None	None
K00916	None	None	None	None
K00924	None	None	None	None
K00935	None	None	None	None
K00936	None	None	None	None
K00947	None	None	None	None
K00960	None	None	None	None
K00961	None	None	None	None
K00964	None	None	None	None
K00982	None	None	None	None
K00984	None	None	None	None
K00985	None	None	None	None
K00986	None	None	None	None
K00987	None	None	None	None
K00989	None	None	None	None
K00992	None	None	None	None
K00996	None	None	None	None
K01002	None	None	None	None
K01003	None	None	None	None
K01005	None	None	None	None
K01010	None	None	None	None
K01013	None	None	None	None
K01021	None	None	None	None
K01023	None	None	None	None
K01025	None	None	None	None
K01036	None	None	None	None
K01043	None	None	None	None
K01050	None	None	None	None
K01056	None	None	None	None
K01065	None	None	None	None
K01066	None	None	None	None
K01073	None	None	None	None
K01076	None	None	None	None
K01090	None	None	None	None
K01098	None	None	None	None
K01102	None	None	None	None
K01104	None	None	None	None
K01111	None	None	None	None
K01112	None	None	None	None
K01118	None	None	None	None
K01121	None	None	None	None
K01124	None	None	None	None
K01128	None	None	None	None
K01133	None	None	None	None
K01138	None	None	None	None
K01143	None	None	None	None
K01144	None	None	None	None
K01145	None	None	None	None
K01146	None	None	None	None
K01147	None	None	None	None
K01150	None	None	None	None
K01152	None	None	None	None
K01153	None	None	None	None
K01154	None	None	None	None
K01155	None	None	None	None
K01156	None	None	None	None
K01157	None	None	None	None
K01160	None	None	None	None
K01161	None	None	None	None
K01163	None	None	None	None
K01166	None	None	None	None
K01167	None	None	None	None
K01168	None	None	None	None
K01169	None	None	None	None
K01170	None	None	None	None
K01171	None	None	None	None
K01172	None	None	None	None
K01174	None	None	None	None
K01175	None	None	None	None
K01180	None	None	None	None
K01181	None	None	None	None
K01185	None	None	None	None
K01200	None	None	None	None
K01214	None	None	None	None
K01215	None	None	None	None
K01216	None	None	None	None
K01219	None	None	None	None
K01224	None	None	None	None
K01234	None	None	None	None
K01235	None	None	None	None
K01238	None	None	None	None
K01245	None	None	None	None
K01249	None	None	None	None
K01250	None	None	None	None
K01258	None	None	None	None
K01260	None	None	None	None
K01261	None	None	None	None
K01262	None	None	None	None
K01263	None	None	None	None
K01264	None	None	None	None
K01265	None	None	None	None
K01266	None	None	None	None
K01267	None	None	None	None
K01268	None	None	None	None
K01269	None	None	None	None
K01271	None	None	None	None
K01273	None	None	None	None
K01274	None	None	None	None
K01276	None	None	None	None
K01277	None	None	None	None
K01280	None	None	None	None
K01281	None	None	None	None
K01282	None	None	None	None
K01284	None	None	None	None
K01286	None	None	None	None
K01288	None	None	None	None
K01289	None	None	None	None
K01290	None	None	None	None
K01292	None	None	None	None
K01293	None	None	None	None
K01295	None	None	None	None
K01296	None	None	None	None
K01297	None	None	None	None
K01299	None	None	None	None
K01301	None	None	None	None
K01303	None	None	None	None
K01304	None	None	None	None
K01305	None	None	None	None
K01306	None	None	None	None
K01308	None	None	None	None
K01310	None	None	None	None
K01311	None	None	None	None
K01316	None	None	None	None
K01317	None	None	None	None
K01318	None	None	None	None
K01322	None	None	None	None
K01326	None	None	None	None
K01336	None	None	None	None
K01337	None	None	None	None
K01339	None	None	None	None
K01340	None	None	None	None
K01341	None	None	None	None
K01342	None	None	None	None
K01347	None	None	None	None
K01350	None	None	None	None
K01355	None	None	None	None
K01356	None	None	None	None
K01359	None	None	None	None
K01360	None	None	None	None
K01361	None	None	None	None
K01362	None	None	None	None
K01372	None	None	None	None
K01376	None	None	None	None
K01377	None	None	None	None
K01378	None	None	None	None
K01381	None	None	None	None
K01383	None	None	None	None
K01385	None	None	None	None
K01387	None	None	None	None
K01390	None	None	None	None
K01396	None	None	None	None
K01400	None	None	None	None
K01402	None	None	None	None
K01405	None	None	None	None
K01407	None	None	None	None
K01409	None	None	None	None
K01410	None	None	None	None
K01411	None	None	None	None
K01412	None	None	None	None
K01413	None	None	None	None
K01414	None	None	None	None
K01415	None	None	None	None
K01416	None	None	None	None
K01417	None	None	None	None
K01419	None	None	None	None
K01420	None	None	None	None
K01421	None	None	None	None
K01422	None	None	None	None
K01423	None	None	None	None
K01436	None	None	None	None
K01446	None	None	None	None
K01447	None	None	None	None
K01449	None	None	None	None
K01453	None	None	None	None
K01454	None	None	None	None
K01459	None	None	None	None
K01461	None	None	None	None
K01462	None	None	None	None
K01463	None	None	None	None
K01471	None	None	None	None
K01481	None	None	None	None
K01482	None	None	None	None
K01500	None	None	None	None
K01503	None	None	None	None
K01504	None	None	None	None
K01506	None	None	None	None
K01516	None	None	None	None
K01526	None	None	None	None
K01527	None	None	None	None
K01529	None	None	None	None
K01530	None	None	None	None
K01531	None	None	None	None
K01533	None	None	None	None
K01534	None	None	None	None
K01536	None	None	None	None
K01537	None	None	None	None
K01550	None	None	None	None
K01551	None	None	None	None
K01552	None	None	None	None
K01553	None	None	None	None
K01554	None	None	None	None
K01564	None	None	None	None
K01567	None	None	None	None
K01604	None	None	None	None
K01605	None	None	None	None
K01606	None	None	None	None
K01616	None	None	None	None
K01618	None	None	None	None
K01632	None	None	None	None
K01636	None	None	None	None
K01660	None	None	None	None
K01669	None	None	None	None
K01671	None	None	None	None
K01722	None	None	None	None
K01724	None	None	None	None
K01726	None	None	None	None
K01727	None	None	None	None
K01732	None	None	None	None
K01741	None	None	None	None
K01743	None	None	None	None
K01751	None	None	None	None
K01766	None	None	None	None
K01774	None	None	None	None
K01780	None	None	None	None
K01789	None	None	None	None
K01795	None	None	None	None
K01797	None	None	None	None
K01798	None	None	None	None
K01802	None	None	None	None
K01811	None	None	None	None
K01828	None	None	None	None
K01829	None	None	None	None
K01842	None	None	None	None
K01855	None	None	None	None
K01865	None	None	None	None
K01894	None	None	None	None
K01913	None	None	None	None
K01926	None	None	None	None
K01931	None	None	None	None
K01932	None	None	None	None
K01946	None	None	None	None
K01949	None	None	None	None
K01957	None	None	None	None
K01970	None	None	None	None
K01973	None	None	None	None
K01974	None	None	None	None
K01975	None	None	None	None
K01976	None	None	None	None
K01978	None	None	None	None
K01984	None	None	None	None
K01989	None	None	None	None
K01990	None	None	None	None
K01991	None	None	None	None
K01992	None	None	None	None
K01993	None	None	None	None
K01994	None	None	None	None
K02003	None	None	None	None
K02004	None	None	None	None
K02005	None	None	None	None
K02014	None	None	None	None
K02019	None	None	None	None
K02021	None	None	None	None
K02022	None	None	None	None
K02023	None	None	None	None
K02024	None	None	None	None
K02025	None	None	None	None
K02026	None	None	None	None
K02027	None	None	None	None
K02028	None	None	None	None
K02029	None	None	None	None
K02030	None	None	None	None
K02031	None	None	None	None
K02032	None	None	None	None
K02033	None	None	None	None
K02034	None	None	None	None
K02035	None	None	None	None
K02039	None	None	None	None
K02043	None	None	None	None
K02049	None	None	None	None
K02050	None	None	None	None
K02051	None	None	None	None
K02052	None	None	None	None
K02053	None	None	None	None
K02054	None	None	None	None
K02055	None	None	None	None
K02056	None	None	None	None
K02057	None	None	None	None
K02058	None	None	None	None
K02059	None	None	None	None
K02060	None	None	None	None
K02061	None	None	None	None
K02068	None	None	None	None
K02069	None	None	None	None
K02074	None	None	None	None
K02075	None	None	None	None
K02076	None	None	None	None
K02077	None	None	None	None
K02078	None	None	None	None
K02081	None	None	None	None
K02082	None	None	None	None
K02086	None	None	None	None
K02088	None	None	None	None
K02099	None	None	None	None
K02100	None	None	None	None
K02101	None	None	None	None
K02102	None	None	None	None
K02103	None	None	None	None
K02116	None	None	None	None
K02164	None	None	None	None
K02167	None	None	None	None
K02168	None	None	None	None
