Gene,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,Category,SuperPathway,SubPathway,KOAnnot
K11891,K11891: type VI secretion system protein ImpL,2.44E-05,0,1.21E-05,2.19E-05,1.73E-05,4.10E-05,3.88E-05,1.56E-05,0,0,9.92E-06,2.10E-05,2.68E-05,1.67E-05,6.61E-06,1.85E-06,4.44E-05,1.91E-06,3.48E-05,2.13E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,impL vasK icmF; type VI secretion system protein ImpL
K11892,K11892: type VI secretion system protein ImpK,2.78E-05,6.13E-06,6.33E-06,1.15E-05,0,2.82E-05,3.12E-05,1.62E-05,0,0,8.86E-06,1.89E-05,2.23E-05,0,8.70E-06,0,3.72E-05,0,4.37E-05,1.88E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,impK ompA vasF dotU; type VI secretion system protein ImpK
K11893,K11893: type VI secretion system protein ImpJ,2.83E-05,1.25E-05,1.93E-05,3.55E-05,6.36E-06,4.57E-05,3.54E-05,3.25E-05,0,0,1.81E-05,3.83E-05,3.94E-05,2.72E-05,0,0,4.50E-05,0,2.31E-05,1.28E-05,None,None,None,None
K11894,K11894: type VI secretion system protein ImpI,0,0,0,0,0,0,1.52E-05,0,0,0,0,9.90E-06,0,0,0,0,1.50E-05,0,1.08E-05,0,None,None,None,None
K11895,K11895: type VI secretion system protein ImpH,1.17E-05,0,1.55E-05,4.29E-05,1.61E-05,3.54E-05,2.39E-05,1.30E-05,0,0,0,0,3.38E-05,2.19E-05,0,0,2.06E-05,0,3.35E-05,1.47E-05,None,None,None,None
K11896,K11896: type VI secretion system protein ImpG,2.10E-05,0,3.31E-05,4.22E-05,1.43E-05,3.74E-05,5.24E-05,2.31E-05,7.33E-06,4.43E-06,1.29E-05,2.10E-05,3.24E-05,6.37E-06,6.31E-06,0,3.53E-05,0,3.06E-05,1.91E-05,None,None,None,None
K11897,K11897: type VI secretion system protein ImpF,0,0,0,9.02E-05,0,4.64E-05,0,2.71E-05,0,1.39E-05,0,0,2.80E-05,0,0,0,0,0,1.51E-05,0,None,None,None,None
K11898,K11898: type VI secretion system protein ImpE,0,0,1.00E-05,1.86E-05,0,3.57E-05,0,1.69E-05,0,0,0,0,2.60E-05,0,1.39E-05,0,0,0,0,1.96E-05,None,None,None,None
K11900,K11900: type VI secretion system protein ImpC,4.25E-05,5.71E-06,5.92E-06,2.12E-05,1.73E-05,1.55E-05,5.60E-05,1.46E-05,0,5.23E-06,0,8.58E-06,2.50E-05,7.98E-06,7.91E-06,0,4.00E-05,0,2.05E-05,1.15E-05,None,None,None,None
K11901,K11901: type VI secretion system protein ImpB,2.22E-05,1.55E-05,0,2.91E-05,1.60E-05,5.51E-05,2.40E-05,2.64E-05,0,0,0,0,0,2.17E-05,0,0,3.14E-05,0,2.92E-05,3.11E-05,None,None,None,None
K11902,K11902: type VI secretion system protein ImpA,1.23E-05,0,1.65E-05,3.00E-05,0,2.94E-05,0,2.75E-05,0,0,2.27E-05,0,1.38E-05,1.17E-05,1.09E-05,0,0,0,1.50E-05,7.86E-06,None,None,None,None
K11903,K11903: type VI secretion system secreted protein Hcp,2.62E-05,1.75E-05,3.62E-05,3.29E-05,5.13E-05,3.19E-05,9.40E-05,3.02E-05,0,0,0,5.33E-05,1.55E-05,2.49E-05,0,0,5.02E-05,0,4.52E-05,3.55E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,K11903 hcp; type VI secretion system secreted protein Hcp
K11904,K11904: type VI secretion system secreted protein VgrG,2.93E-05,4.27E-06,8.27E-06,1.09E-05,8.28E-06,3.56E-05,4.96E-05,2.28E-05,6.34E-06,0,1.14E-05,0,2.38E-05,1.39E-05,5.24E-06,0,3.54E-05,7.36E-06,2.20E-05,2.88E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,vgrG; type VI secretion system secreted protein VgrG
K11905,K11905: type VI secretion system protein,0,0,0,0,0,0,2.87E-05,0,0,0,0,0,0,0,0,0,3.87E-05,0,3.47E-05,0,None,None,None,None
K11906,K11906: type VI secretion system protein VasD,0,0,0,3.10E-05,3.39E-05,4.48E-05,0,1.42E-05,0,0,0,0,2.92E-05,2.33E-05,0,0,6.56E-05,0,4.42E-05,1.67E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,vasD lip; type VI secretion system protein VasD
K11907,K11907: type VI secretion system protein VasG,4.29E-05,3.52E-05,5.25E-05,5.30E-05,5.57E-05,5.72E-05,7.68E-05,4.92E-05,5.41E-05,4.64E-05,3.24E-05,3.92E-05,6.79E-05,4.96E-05,5.80E-05,4.41E-05,7.74E-05,3.56E-05,5.50E-05,5.51E-05,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,vasG clpV; type VI secretion system protein VasG
K11908,K11908: sigma-54 specific transcriptional regulator,0,5.37E-06,0,0,1.67E-05,0,0,1.41E-05,0,4.95E-06,7.56E-06,8.37E-06,4.89E-06,1.54E-05,2.29E-05,0,0,0,9.83E-06,1.65E-05,None,None,None,None
K11909,K11909: type VI secretion system protein VasI,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,8.78E-06,1.16E-05,0,1.04E-05,0,None,None,None,None
K11910,K11910: type VI secretion system protein VasJ,8.56E-06,0,0,0,0,5.45E-06,1.67E-05,0,4.81E-06,0,7.35E-06,0,0,0,0,0,3.30E-05,0,3.54E-05,1.72E-05,None,None,None,None
K11911,K11911: type VI secretion system protein VasL,1.69E-05,0,0,0,1.17E-05,5.14E-06,0,1.46E-05,0,0,0,0,1.00E-05,8.82E-06,0,0,3.00E-05,0,1.66E-05,1.20E-05,None,None,None,None
K11912,K11912: serine/threonine-protein kinase PpkA,4.15E-06,0,0,0,2.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,ppkA; serine/threonine-protein kinase PpkA
K11913,K11913: type VI secretion system protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,Bacterial_secretion_system,fha1; type VI secretion system protein
K11914,K11914: sigma-54 dependent transcriptional regulator,0,0,0,0,0,5.03E-06,0,0,0,0,0,0,0,0,7.80E-06,0,0,0,0,0,None,None,None,None
K11917,K11917: sigma-54 specific transcriptional regulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K11918,K11918: type VI secretion system protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-05,0,0,0,0,0,None,None,None,None
K11920,K11920: AraC family transcriptional regulator,1.67E-05,0,0,0,1.06E-05,0,0,9.58E-06,0,0,1.46E-05,0,9.89E-06,0,0,0,1.14E-05,0,1.02E-05,0,None,None,None,None
K11921,K11921: LysR family transcriptional regulator,0.000456406,0.000250511,0.00032291,0.000317299,0.000364265,0.000329395,0.000301842,0.000264898,0.000268804,0.000288211,0.000314916,0.000306142,0.000248857,0.000387219,0.000410013,0.000214551,0.000380787,0.000265527,0.000373252,0.000387474,None,None,None,None
K11922,K11922: GntR family transcriptional regulator mannosyl-D-glycerate,1.34E-05,0,0,0,1.22E-05,1.08E-05,0,1.79E-05,9.50E-06,0,0,1.80E-05,1.85E-05,1.69E-05,1.66E-05,0,1.21E-05,0,1.08E-05,2.39E-05,None,None,None,None
K11923,K11923: MerR family transcriptional regulator copper efflux regulator,3.06E-05,0,0,0,0,0,0,1.68E-05,0,0,0,0,1.81E-05,0,0,0,0,0,1.87E-05,0,None,None,None,None
K11924,K11924: DtxR family transcriptional regulator manganese transport regulator,2.78E-05,0,0,0,8.33E-05,7.77E-05,0,3.50E-05,0,0,0,0,3.33E-05,0,6.22E-05,0,1.86E-05,2.06E-05,3.73E-05,8.98E-05,None,None,None,None
K11925,K11925: SgrR family transcriptional regulator,1.47E-05,0,0,0,5.26E-06,0,0,1.28E-05,0,0,0,0,8.74E-06,7.29E-06,0,0,2.08E-05,0,1.37E-05,0,None,None,None,None
K11926,K11926: sigma factor-binding protein Crl,3.17E-05,0,0,0,0,0,0,1.82E-05,0,0,0,3.25E-05,1.88E-05,0,0,0,2.16E-05,0,1.94E-05,0,None,None,None,None
K11927,K11927: ATP-dependent RNA helicase RhlE,0.000232496,0.00031689,0.000264474,0.000168953,0.000364858,0.000308784,0.000302164,0.000335352,0.000258801,0.000247614,0.000264846,0.000259867,0.000311819,0.000408363,0.000405623,0.000305645,0.000292946,0.000236405,0.00031229,0.000290739,Genetic Information Processing,Folding sorting and degradation,RNA_degradation,rhlE; ATP-dependent RNA helicase RhlE
K11928,K11928: sodium/proline symporter,0.000234507,0.000287173,0.000447291,0.000348549,0.00034296,0.000294571,0.000282207,0.000239136,0.000312164,0.000382716,0.000292932,0.000318787,0.000235199,0.000314129,0.000236281,0.000305137,0.000379849,0.000343912,0.000344026,0.000341008,None,None,None,None
K11929,K11929: outer membrane pore protein E,2.24E-05,0,0,0,7.86E-06,0,0,6.54E-06,6.10E-06,0,0,0,1.33E-05,0,1.12E-05,0,1.57E-05,0,1.39E-05,7.43E-06,None,None,None,None
K11930,K11930: periplasmic protein TorT,1.23E-05,0,2.40E-05,0,8.01E-06,7.04E-06,0,2.10E-05,0,0,0,0,1.46E-05,0,1.15E-05,6.34E-06,1.68E-05,7.41E-06,1.51E-05,0,None,None,None,None
K11931,K11931: biofilm PGA synthesis lipoprotein PgaB,6.28E-06,1.62E-05,2.44E-05,3.53E-05,1.80E-05,4.88E-05,3.38E-05,2.98E-05,3.04E-05,1.48E-05,6.34E-06,6.78E-06,3.60E-05,6.39E-06,0,2.27E-05,2.77E-05,3.13E-05,2.22E-05,8.57E-06,None,None,None,None
K11932,K11932: universal stress protein G,2.28E-05,0,0,0,0,0,0,1.31E-05,0,0,0,0,2.71E-05,0,0,0,1.56E-05,0,1.40E-05,0,None,None,None,None
K11933,K11933: NADH oxidoreductase Hcr,1.31E-05,0,0,0,0,0,0,7.53E-06,0,0,0,0,1.55E-05,0,0,0,1.78E-05,0,1.60E-05,0,None,None,None,None
K11934,K11934: outer membrane protein X,0.000128021,0.000155694,3.57E-05,9.75E-05,0.000160931,9.43E-05,0.000170191,8.84E-05,4.16E-05,3.19E-05,0.000122844,0.000157827,9.12E-05,0.000221659,0.000217996,6.65E-05,0.000227621,3.21E-05,0.000173256,0.000157492,None,None,None,None
K11935,K11935: biofilm PGA synthesis protein PgaA,1.05E-05,0,0,0,0,3.10E-06,0,6.01E-06,0,0,0,0,6.20E-06,0,0,0,1.78E-05,0,3.20E-06,0,None,None,None,None
K11936,K11936: biofilm PGA synthesis N-glycosyltransferase PgaC,2.06E-05,2.73E-05,7.08E-06,5.04E-05,2.11E-05,6.24E-06,4.82E-05,2.28E-05,2.71E-05,1.90E-05,9.77E-06,2.09E-05,2.41E-05,9.77E-06,1.92E-05,2.60E-05,2.75E-05,2.54E-05,1.26E-05,1.38E-05,None,None,None,None
K11937,K11937: biofilm PGA synthesis protein PgaD,3.08E-05,0,0,0,0,0,0,1.77E-05,0,0,0,0,1.83E-05,0,0,0,2.10E-05,0,3.77E-05,0,None,None,None,None
K11938,K11938: HMP-PP phosphatase,1.55E-05,0,0,0,1.07E-05,0,0,8.88E-06,0,0,0,0,9.17E-06,1.48E-05,0,0,1.04E-05,0,9.45E-06,2.09E-05,None,None,None,None
K11939,K11939: inner membrane transporter RhtA,4.27E-05,0,0,0,0,0,0,2.46E-05,0,8.81E-06,0,0,8.37E-06,1.36E-05,2.68E-05,0,1.95E-05,0,1.74E-05,0,None,None,None,None
K11940,K11940: heat shock protein HspQ,3.49E-05,0,0,0,0,0,0,2.00E-05,0,0,0,0,2.07E-05,3.32E-05,0,0,2.38E-05,0,2.13E-05,0,None,None,None,None
K11941,K11941: glucans biosynthesis protein C,1.09E-05,0,0,0,7.75E-06,0,0,6.28E-06,0,0,0,0,6.48E-06,0,1.02E-05,5.62E-06,1.49E-05,0,6.69E-06,7.39E-06,None,None,None,None
K11942,K11942: methylmalonyl-CoA mutase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E5.4.99.2; methylmalonyl-CoA mutase
K11952,K11952: bicarbonate transport system ATP-binding protein,0,0,0,0,4.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,cmpC; bicarbonate transport system ATP-binding protein
K11953,K11953: bicarbonate transport system ATP-binding protein,0,0,1.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,7.50E-06,9.96E-06,0,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,cmpD; bicarbonate transport system ATP-binding protein
K11957,K11957: neutral amino acid transport system ATP-binding protein,3.21E-05,0,0,0,0,0,0,9.29E-06,0,0,0,0,9.59E-06,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,K11957 natA; neutral amino acid transport system ATP-binding protein
K11958,K11958: neutral amino acid transport system ATP-binding protein,0,0,0,0,1.18E-05,0,0,0,0,0,0,0,0,1.64E-05,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,natE; neutral amino acid transport system ATP-binding protein
K11960,K11960: urea transport system permease protein,0,0,0,0,0,6.64E-06,0,6.30E-06,0,0,0,0,0,0,0,0,0,6.77E-06,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,urtB; urea transport system permease protein
K11961,K11961: urea transport system permease protein,0,0,7.76E-06,0,0,6.54E-06,0,0,0,6.93E-06,0,0,0,0,0,0,0,6.97E-06,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,urtC; urea transport system permease protein
K11962,K11962: urea transport system ATP-binding protein,0,0,0,0,0,6.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environmental Information Processing,Membrane transport,ABC_transporters,urtD; urea transport system ATP-binding protein
K11972,K11972: E3 ubiquitin-protein ligase RNF19A,0,0,0,0,0,0,0,0,0,0,4.58E-06,4.90E-06,0,0,0,0,0,0,0,0,None,None,None,None
K11991,K11991: tRNA-specific adenosine deaminase,2.54E-05,0.000117974,3.51E-05,0.00014805,3.42E-05,6.89E-05,4.48E-05,8.58E-05,5.21E-05,6.15E-05,4.82E-05,7.73E-05,0.000102879,4.84E-05,2.38E-05,6.30E-05,7.69E-05,6.49E-05,4.25E-05,5.03E-05,None,None,None,None
K11996,K11996: adenylyltransferase and sulfurtransferase MOCS3/UBA4,0.000205226,0.000329531,0.000287819,0.0001496,0.000191147,0.000203603,0.00036087,0.000302364,0.000307157,0.000248099,0.000352148,0.000400289,0.000290777,0.000292075,0.00032625,0.000303886,0.000259678,0.000299902,0.00020788,0.000248418,Genetic Information Processing,Folding sorting and degradation,Sulfur_relay_system,MOCS3 UBA4 moeB; adenylyltransferase and sulfurtransferase
K12020,K12020: tripartite motif-containing protein 44,0,0,0,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,1.37E-05,0,0,0,None,None,None,None
K12056,K12056: conjugal transfer mating pair stabilization protein TraG,6.04E-06,2.37E-06,0,8.87E-06,3.10E-06,1.83E-06,0,0,4.85E-06,0,0,0,2.11E-06,0,0,1.09E-05,2.06E-06,0,1.85E-06,4.08E-06,None,None,None,None
K12057,K12057: conjugal transfer pilus assembly protein TraF,1.64E-05,1.93E-05,0,3.07E-05,0,0,1.46E-05,7.72E-06,2.42E-05,0,0,1.67E-05,0,0,0,1.47E-05,2.24E-05,0,2.01E-05,0,None,None,None,None
K12058,K12058: conjugal transfer mating pair stabilization protein TraN,7.01E-06,2.29E-06,7.53E-06,2.59E-05,4.73E-06,4.26E-06,7.03E-06,0,1.36E-05,2.11E-06,0,0,0,0,0,5.96E-06,9.56E-06,6.76E-06,4.29E-06,0,None,None,None,None
K12059,K12059: conjugal transfer pilus assembly protein TrbC,1.95E-05,0,0,0,0,0,0,0,2.09E-05,0,0,0,0,0,0,0,1.33E-05,0,1.19E-05,0,None,None,None,None
K12060,K12060: conjugal transfer pilus assembly protein TraU,1.28E-05,1.63E-05,8.49E-06,3.12E-05,0,7.77E-06,1.14E-05,6.99E-06,1.34E-05,1.49E-05,0,0,7.21E-06,0,0,2.58E-05,8.72E-06,7.62E-06,1.56E-05,0,None,None,None,None
K12061,K12061: conjugal transfer pilus assembly protein TraW,1.70E-05,6.70E-06,0,1.26E-05,0,0,0,0,1.45E-05,0,0,0,0,0,0,8.74E-06,1.16E-05,0,2.08E-05,0,None,None,None,None
K12062,K12062: conjugal transfer pilin signal peptidase TrbI,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,2.25E-05,0,2.02E-05,0,None,None,None,None
K12063,K12063: conjugal transfer ATP-binding protein TraC,9.71E-06,3.26E-06,3.37E-06,3.22E-05,6.63E-06,2.91E-06,4.58E-06,2.75E-06,1.07E-05,0,0,0,0,0,0,2.31E-05,6.52E-06,3.25E-06,5.90E-06,9.72E-06,None,None,None,None
K12064,K12064: conjugal transfer pilus assembly protein TraV,2.23E-05,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,1.27E-05,1.68E-05,0,1.37E-05,0,None,None,None,None
K12065,K12065: conjugal transfer pilus assembly protein TraB,1.99E-05,6.78E-06,6.90E-06,1.20E-05,1.26E-05,0,9.53E-06,0,1.46E-05,6.16E-06,0,0,0,0,0,4.56E-06,1.25E-05,0,5.76E-06,0,None,None,None,None
K12066,K12066: conjugal transfer pilus assembly protein TraK,1.74E-05,0,0,3.47E-05,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,1.19E-05,0,1.07E-05,1.18E-05,None,None,None,None
K12067,K12067: conjugal transfer pilus assembly protein TraE,2.25E-05,0,0,2.51E-05,0,1.36E-05,0,0,1.20E-05,0,0,0,0,0,0,1.15E-05,1.53E-05,0,1.37E-05,0,None,None,None,None
K12068,K12068: conjugal transfer pilus assembly protein TraL,4.10E-05,0,0,5.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,2.51E-05,0,None,None,None,None
K12070,K12070: conjugal transfer pilus assembly protein TraI,0,0,0,5.26E-06,0,0,4.00E-06,0,0,0,0,0,0,0,0,0,0,0,3.60E-06,0,None,None,None,None
K12071,K12071: conjugal transfer pilus assembly protein TraD,1.33E-05,8.91E-06,9.17E-06,3.43E-05,0,0,1.21E-05,3.83E-06,0,8.20E-06,0,0,0,0,6.24E-06,1.03E-05,0,8.23E-06,0,0,None,None,None,None
K12072,K12072: conjugative transfer pilus assembly protein TraH,1.86E-05,1.19E-05,0,2.21E-05,0,1.12E-05,8.26E-06,0,9.96E-06,5.38E-06,0,0,0,0,0,4.52E-06,1.26E-05,5.59E-06,5.68E-06,0,None,None,None,None
K12080,K12080: type IV secretion system protein PtlC,0,0,3.53E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17E-06,0,0,None,None,None,None
K12081,K12081: type IV secretion system protein PtlE,1.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K12083,K12083: type IV secretion system protein PtlH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K12107,K12107: cag pathogenicity island protein 22,0,0,0,1.97E-05,0,0,1.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,Human Diseases,Infectious diseases,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,cag22; cag pathogenicity island protein 22
K12111,K12111: evolved beta-galactosidase subunit alpha,2.47E-05,5.50E-06,4.30E-05,2.58E-05,1.16E-05,1.01E-05,2.79E-05,1.65E-05,1.97E-05,3.32E-05,3.19E-05,3.42E-05,2.69E-05,2.76E-05,1.57E-05,2.32E-05,4.73E-05,2.30E-05,1.78E-05,1.10E-05,Metabolism,Carbohydrate metabolism,Galactose_metabolism,ebgA; evolved beta-galactosidase subunit alpha
K12112,K12112: evolved beta-galactosidase subunit beta,2.83E-05,0,0,0,1.96E-05,0,0,1.63E-05,0,0,0,0,3.36E-05,0,0,2.91E-05,3.86E-05,0,1.73E-05,0,Metabolism,Carbohydrate metabolism,Galactose_metabolism,ebgC; evolved beta-galactosidase subunit beta
K12113,K12113: LacI family transcriptional regulator ebg operon repressor,1.29E-05,0,0,0,0,0,0,7.42E-06,6.92E-06,0,0,0,1.54E-05,1.24E-05,0,6.63E-06,1.76E-05,0,7.89E-06,0,None,None,None,None
K12119,K12119: cryptochrome 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45E-06,0,0,0,Organismal Systems,Environmental adaptation,Circadian_rhythm_-_plant,CRY2; cryptochrome 2
K12136,K12136: hydrogenase-4 component A,3.87E-05,0,0,2.55E-05,1.34E-05,0,1.92E-05,5.56E-05,0,0,1.94E-05,0,3.44E-05,1.84E-05,0,0,3.96E-05,0,3.62E-05,1.37E-05,None,None,None,None
K12137,K12137: hydrogenase-4 component B,1.88E-05,8.61E-06,8.78E-06,7.87E-06,8.86E-06,4.58E-06,2.94E-05,3.71E-05,3.18E-05,2.35E-05,5.93E-06,1.27E-05,4.96E-05,2.43E-05,2.40E-05,2.68E-05,2.59E-05,1.17E-05,2.71E-05,2.14E-05,None,None,None,None
K12138,K12138: hydrogenase-4 component C,2.62E-05,1.81E-05,2.77E-05,0,1.86E-05,8.21E-06,0,5.37E-05,1.45E-05,4.18E-05,2.57E-05,0,4.74E-05,0,0,2.78E-05,2.76E-05,4.17E-05,4.12E-05,1.85E-05,None,None,None,None
K12139,K12139: hydrogenase-4 component D,8.81E-06,2.64E-05,9.10E-06,4.41E-05,6.06E-06,0,3.71E-05,1.52E-05,0,0,2.07E-05,8.91E-06,2.08E-05,0,0,0,1.79E-05,5.44E-06,1.06E-05,0,None,None,None,None
K12140,K12140: hydrogenase-4 component E,3.92E-05,2.64E-05,4.05E-05,0,2.70E-05,1.19E-05,1.87E-05,5.63E-05,4.17E-05,2.43E-05,1.85E-05,1.98E-05,6.98E-05,1.87E-05,5.48E-05,3.00E-05,5.38E-05,2.43E-05,6.00E-05,2.64E-05,None,None,None,None
K12141,K12141: hydrogenase-4 component F,2.38E-05,2.29E-05,2.87E-05,0,2.22E-05,2.08E-05,3.84E-05,2.89E-05,1.86E-05,1.45E-05,2.35E-05,1.61E-05,2.90E-05,1.62E-05,2.34E-05,1.68E-05,2.15E-05,3.07E-05,2.96E-05,1.63E-05,None,None,None,None
K12142,K12142: hydrogenase-4 component G,7.33E-06,4.90E-06,5.06E-06,2.76E-05,1.01E-05,0,2.06E-05,4.21E-06,0,9.03E-06,2.09E-05,7.44E-06,4.38E-06,0,0,7.53E-06,5.00E-06,0,0,4.95E-06,None,None,None,None
K12143,K12143: hydrogenase-4 component H,2.33E-05,0,0,0,1.60E-05,0,1.84E-05,1.13E-05,0,0,0,0,1.16E-05,0,0,0,0,0,0,1.51E-05,None,None,None,None
K12144,K12144: hydrogenase-4 component I,3.27E-05,0,0,2.05E-05,0,0,4.61E-05,1.88E-05,8.73E-06,0,1.55E-05,3.32E-05,2.91E-05,0,0,0,2.23E-05,1.01E-05,1.00E-05,1.11E-05,None,None,None,None
K12145,K12145: hydrogenase-4 component J,3.13E-05,0,0,3.92E-05,0,0,5.87E-05,3.59E-05,0,0,0,0,1.85E-05,0,0,0,0,1.94E-05,1.91E-05,0,None,None,None,None
K12146,K12146: hydrogenase-4 transcriptional activator,6.22E-06,0,0,0,0,0,0,3.57E-06,0,0,0,0,1.11E-05,7.48E-06,7.35E-06,0,0,0,3.92E-06,4.20E-06,None,None,None,None
K12147,K12147: acidic protein MsyB,3.38E-05,0,0,0,2.33E-05,0,0,1.94E-05,0,0,0,0,2.00E-05,6.25E-05,0,0,2.30E-05,0,2.06E-05,0,None,None,None,None
K12148,K12148: biofilm regulator BssS,5.03E-05,0,0,0,0,0,0,2.89E-05,0,0,0,0,2.98E-05,0,0,0,3.38E-05,0,3.07E-05,0,None,None,None,None
K12149,K12149: DNA-damage-inducible protein I,8.53E-05,0,0,0,2.33E-05,0,0,4.90E-05,2.76E-05,0,0,0,5.05E-05,3.21E-05,0,2.64E-05,3.51E-05,0,5.21E-05,2.28E-05,None,None,None,None
K12150,K12150: HIT-like protein HinT,3.04E-05,0,0,3.81E-05,0,0,2.85E-05,1.74E-05,0,0,0,0,1.80E-05,0,0,0,2.07E-05,0,3.71E-05,0,None,None,None,None
K12151,K12151: multiple stress resistance protein BhsA,4.97E-05,0,0,0,0,0,0,2.27E-05,0,0,0,0,2.94E-05,0,0,0,3.38E-05,0,3.04E-05,0,None,None,None,None
K12152,K12152: phosphatase NudJ,2.78E-05,0,0,0,1.73E-05,0,0,1.60E-05,0,0,0,0,1.65E-05,0,0,0,0,0,1.70E-05,0,None,None,None,None
K12164,K12164: ubiquitin-like modifier-activating enzyme 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24E-06,0,0,0,0,None,None,None,None
K12166,K12166: E3 ubiquitin-protein ligase HACE1,0,0,2.76E-06,0,0,0,3.76E-06,0,0,2.46E-06,0,0,0,0,0,0,2.73E-06,2.48E-06,2.45E-06,0,None,None,None,None
K12203,K12203: defect in organelle trafficking protein DotB,0,1.46E-05,0,1.37E-05,0,0,0,1.89E-05,5.84E-06,0,0,0,1.95E-05,0,0,5.60E-06,1.51E-05,0,6.76E-06,0,None,None,None,None
